"id","app","selectid","selectname","selectvalue","selectorder"
"ecom.ebayshippingpolicyprofile.61378233018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£10.50),Collection in,Same#1","61378233018","7"
"ecom.ebayshippingpolicyprofile.61378234018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£6.00),Collection in,Same#0","61378234018","23"
"ecom.ebayshippingpolicyprofile.61378236018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#2","61378236018","115"
"ecom.ebayshippingpolicyprofile.61378237018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.99),Other 24 Hour/Flat#0","61378237018","150"
"ecom.ebayshippingpolicyprofile.61378240018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.45),Other 24 Hour,Same#0","61378240018","143"
"ecom.ebayshippingpolicyprofile.61378243018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.60),Other 24 Hour,Same","61378243018","55"
"ecom.ebayshippingpolicyprofile.61378244018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#3","61378244018","50"
"ecom.ebayshippingpolicyprofile.61378246018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour/Flat#0","61378246018","57"
"ecom.ebayshippingpolicyprofile.61561440018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour/Flat#1","61561440018","15"
"ecom.ebayshippingpolicyprofile.62105685018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£10.50),Collection in,Same#2","62105685018","90"
"ecom.ebayshippingpolicyprofile.71759423018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£2.35),Other 24 Hour,Same","71759423018","151"
"ecom.ebayshippingpolicyprofile.72421252018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£6.00),Other 24 Hour,Same#1","72421252018","170"
"ecom.ebayshippingpolicyprofile.72421480018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#4","72421480018","166"
"ecom.ebayshippingpolicyprofile.73801635018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.65),Other 24 Hour,Same","73801635018","120"
"ecom.ebayshippingpolicyprofile.76149197018","ecom","ecom.ebayshippingpolicyprofile","Collection in person.","76149197018","102"
"ecom.ebayshippingpolicyprofile.78525886018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.50),Other 24 Hour/Flat:#2","78525886018","93"
"ecom.ebayshippingpolicyprofile.78821913018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.50),Other 24 Hour/Flat:#3","78821913018","134"
"ecom.ebayshippingpolicyprofile.78912183018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same","78912183018","117"
"ecom.ebayshippingpolicyprofile.79138817018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£2.27),Other 24 Hour,Same","79138817018","1"
"ecom.ebayshippingpolicyprofile.79210185018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.50),Other 24 Hour,Same#0","79210185018","24"
"ecom.ebayshippingpolicyprofile.79300123018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.90),Other 24 Hour,Same","79300123018","84"
"ecom.ebayshippingpolicyprofile.79890974018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£6.00),Same working day","79890974018","31"
"ecom.ebayshippingpolicyprofile.86863138018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other Courier(Free),Collection in,1 work","86863138018","42"
"ecom.ebayshippingpolicyprofile.86869483018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.99),Other 24 Hour,Same#0","86869483018","103"
"ecom.ebayshippingpolicyprofile.86921340018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£5.50),Other 24 Hour,Same","86921340018","138"
"ecom.ebayshippingpolicyprofile.86921730018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(Free),Collection in,Same w","86921730018","124"
"ecom.ebayshippingpolicyprofile.86922667018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£6.99),Other 24 Hour,Same","86922667018","12"
"ecom.ebayshippingpolicyprofile.86923172018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.60),Other 24 Hour,Same#0","86923172018","64"
"ecom.ebayshippingpolicyprofile.86991881018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£5.50),Other 24 Hour,Same#0","86991881018","123"
"ecom.ebayshippingpolicyprofile.86992022018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.98),Other 24 Hour,Same","86992022018","107"
"ecom.ebayshippingpolicyprofile.87223507018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£10.50),Other 48 Hour,Same","87223507018","113"
"ecom.ebayshippingpolicyprofile.87223867018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£5.50),Other 24 Hour,Same#1","87223867018","119"
"ecom.ebayshippingpolicyprofile.92863799018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.99),Other 24 Hour,Same#1","92863799018","19"
"ecom.ebayshippingpolicyprofile.93895304018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(Free),Other 24 Hour,Same","93895304018","51"
"ecom.ebayshippingpolicyprofile.94244538018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(Free),Other 24 Hour,Same w","94244538018","37"
"ecom.ebayshippingpolicyprofile.94827139018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#5","94827139018","27"
"ecom.ebayshippingpolicyprofile.94930110018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£2.27),Other 24 Hour,Same#0","94930110018","161"
"ecom.ebayshippingpolicyprofile.94932199018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.65),Other 24 Hour,Same#0","94932199018","14"
"ecom.ebayshippingpolicyprofile.94934336018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.90),Other 24 Hour,Same#0","94934336018","48"
"ecom.ebayshippingpolicyprofile.94980878018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(Free),Other 24 Hour,Same#0","94980878018","54"
"ecom.ebayshippingpolicyprofile.94985958018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.45),Other 24 Hour,Same#1","94985958018","83"
"ecom.ebayshippingpolicyprofile.94987025018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(Free),Other 24 Hour,Same w#0","94987025018","126"
"ecom.ebayshippingpolicyprofile.95120253018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.50),Other 24 Hour,Same#1","95120253018","167"
"ecom.ebayshippingpolicyprofile.95120368018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 48 Hour(£4.50),Other 24 Hour,Same#2","95120368018","59"
"ecom.ebayshippingpolicyprofile.95120860018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.45),Other 24 Hour,Same#2","95120860018","8"
"ecom.ebayshippingpolicyprofile.95415311018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#6","95415311018","94"
"ecom.ebayshippingpolicyprofile.95415613018","ecom","ecom.ebayshippingpolicyprofile","Flat:Other 24 Hour(£4.90),Collection in,Same","95415613018","109"
"ecom.ebayshippingpolicyprofile.95415928018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#7","95415928018","33"
"ecom.ebayshippingpolicyprofile.96398445018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(Free),Other 24 Hour,Same#1","96398445018","105"
"ecom.ebayshippingpolicyprofile.96399634018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£1.78),Other 24 Hour,Same#8","96399634018","9"
"ecom.ebayshippingpolicyprofile.96400795018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(Free),Other 24 Hour,Same#2","96400795018","130"
"ecom.ebayshippingpolicyprofile.98322487018","ecom","ecom.ebayshippingpolicyprofile","Flat:Royal Mail 2nd(£3.70),Other 24 Hour,Same","98322487018","60"
"ecom.ebaysiteid.0","ecom","ecom.ebaysiteid","United States (0)","0","10"
"ecom.ebaysiteid.3","ecom","ecom.ebaysiteid","United Kingdom (3)","3","20"
"ecom.ebaystorecategories.1","ecom","ecom.ebaystorecategories","Other","1","0"
"ecom.ebaystorecategories.1944607018","ecom","ecom.ebaystorecategories","Accessories","1944607018","0"
"ecom.ebaystorecategories.1944608018","ecom","ecom.ebaystorecategories","Sign Vinyl","1944608018","4"
"ecom.ebaystorecategories.1944609018","ecom","ecom.ebaystorecategories","Window Etch Vinyl","1944609018","10"
"ecom.ebaystorecategories.1956032018","ecom","ecom.ebaystorecategories","Squeegees","1956032018","5"
"ecom.ebaystorecategories.1956033018","ecom","ecom.ebaystorecategories","Knives, Scalpels &amp; Blades","1956033018","3"
"ecom.ebaystorecategories.1988973018","ecom","ecom.ebaystorecategories","Tapes","1988973018","8"
"ecom.ebaystorecategories.2047361018","ecom","ecom.ebaystorecategories","Cameo Vinyl- A4 Sheets","2047361018","9"
"ecom.ebaystorecategories.20918139018","ecom","ecom.ebaystorecategories","Cameo Small Rolls","20918139018","20"
"ecom.ebaystorecategories.20918140018","ecom","ecom.ebaystorecategories","Cameo T-Shirt Vinyl","20918140018","21"
"ecom.ebaystorecategories.2148693018","ecom","ecom.ebaystorecategories","Starter Packs","2148693018","6"
"ecom.ebaystorecategories.2481260018","ecom","ecom.ebaystorecategories","Swing Signs/A-Boards","2481260018","7"
"ecom.ebaystorecategories.2765567018","ecom","ecom.ebaystorecategories","Heat Transfer Fabric Film","2765567018","2"
"ecom.ebaystorecategories.2831565018","ecom","ecom.ebaystorecategories","Crafts","2831565018","1"
"ecom.ebaystorecategories.3281617018","ecom","ecom.ebaystorecategories","SALE!! SALE!! SALE!!","3281617018","11"
"ecom.ebaystorecategories.3323515018","ecom","ecom.ebaystorecategories","Vehicle Wrapping Vinyl","3323515018","13"
"ecom.ebaystorecategories.3538761018","ecom","ecom.ebaystorecategories","Boards- A4 Foam &amp; Aluminium","3538761018","15"
"ecom.ebaystorecategories.3641913018","ecom","ecom.ebaystorecategories","Digital Media- Printable Vinyl","3641913018","16"
"ecom.ebaystorecategories.5254127018","ecom","ecom.ebaystorecategories","Banner Material","5254127018","18"
"ecom.ebaystorecategories.6533889018","ecom","ecom.ebaystorecategories","Bumpers / Bump-ons","6533889018","19"
"ecom.gatetype.E","ecom","ecom.gatetype","External URL Reference","E","2"
"ecom.gatetype.I","ecom","ecom.gatetype","Internal URL Reference","I","1"
"ecom.inventorytypes.DROPUNL","ecom","ecom.inventorytypes","Dropshipped Unlimited Stock","DROPUNL","3"
"ecom.inventorytypes.LOCALINV","ecom","ecom.inventorytypes","Local Warehouse Inventoried","LOCALINV","2"
"ecom.inventorytypes.LOCALINVDROPUNL","ecom","ecom.inventorytypes","Local Warehouse Inventoried / Dropshipped (When Out)","LOCALINVDROPUNL","4"
"ecom.inventorytypes.LOCALUNL","ecom","ecom.inventorytypes","Local Warehouse Unlimited Stock","LOCALUNL","1"
"ecom.invitemmultdisp.EASYPICK","ecom","ecom.invitemmultdisp","Easy Pick Display (Choose One)","EASYPICK","3"
"ecom.invitemmultdisp.QUANMULT","ecom","ecom.invitemmultdisp","Quantity Inputs for Each Inventory Item (Multi-Add)","QUANMULT","4"
"ecom.invitemmultdisp.RADIO","ecom","ecom.invitemmultdisp","Radio Buttons with Single Quantity Input (Choose One)","RADIO","2"
"ecom.invitemmultdisp.SELECT","ecom","ecom.invitemmultdisp","Selection List with Single Quantity Input (Choose One)","SELECT","1"
"ecom.invoutfba.DEFAULT","ecom","ecom.invoutfba","Default Inventory Item Configuration","DEFAULT","1"
"ecom.invoutfba.FBA","ecom","ecom.invoutfba","Fulfilled by Amazon (FBA)","FBA","2"
"ecom.invoutfba.LOCALINVFBA","ecom","ecom.invoutfba","Local Warehouse Inventoried / FBA (When Out)","LOCALINVFBA","3"
"ecom.invxprodoptionsdisp.ADDON","ecom","ecom.invxprodoptionsdisp","Inventory Item AddOn","ADDON","1"
"ecom.invxprodoptionsdisp.DEFAULT","ecom","ecom.invxprodoptionsdisp","Inventory Item","DEFAULT","1"
"ecom.markpaid_acctsyslogged.LOGGED","ecom","ecom.markpaid_acctsyslogged","This payment has already been recorded, do not export","LOGGED","1"
"ecom.markpaid_sendemail.1","ecom","ecom.markpaid_sendemail","Send payment applied mail message","1","1"
"ecom.offertype.INVITEMS","ecom","ecom.offertype","Inventory Item(s)","INVITEMS","2"
"ecom.offertype.INVOPTS","ecom","ecom.offertype","Custom Package: Selection of Inventory Items","INVOPTS","4"
"ecom.offertype.NOTFORSALE","ecom","ecom.offertype","Not for Sale","NOTFORSALE","5"
"ecom.offertype.PACKAGEDEAL","ecom","ecom.offertype","Package Deal: Bundle of Inventory Items","PACKAGEDEAL","3"
"ecom.offertype.SERVOPTDL","ecom","ecom.offertype","Service / Download","SERVOPTDL","1"
"ecom.orderman_cctype.AMEX","ecom","ecom.orderman_cctype","American Express","AMEX","3"
"ecom.orderman_cctype.DISCOVER","ecom","ecom.orderman_cctype","Discover","DISCOVER","4"
"ecom.orderman_cctype.MASTERCARD","ecom","ecom.orderman_cctype","MasterCard","MASTERCARD","2"
"ecom.orderman_cctype.VISA","ecom","ecom.orderman_cctype","Visa","VISA","1"
"ecom.orderman_reviewflag.APTDELIVERY","ecom","ecom.orderman_reviewflag","Delivery to Apartment","APTDELIVERY","11"
"ecom.orderman_reviewflag.BILLSHIPNOMATCH","ecom","ecom.orderman_reviewflag","Billing and Shipping Address Mismatch","BILLSHIPNOMATCH","3"
"ecom.orderman_reviewflag.DROPSHIPITEMS","ecom","ecom.orderman_reviewflag","Order Contains Dropshipped Items","DROPSHIPITEMS","6"
"ecom.orderman_reviewflag.EMAILDOMAINMATCH","ecom","ecom.orderman_reviewflag","Email Address Listed as Excluded","EMAILDOMAINMATCH","10"
"ecom.orderman_reviewflag.ISPOBOX","ecom","ecom.orderman_reviewflag","PO Box Shipping Address","ISPOBOX","8"
"ecom.orderman_reviewflag.ISWHOLESALE","ecom","ecom.orderman_reviewflag","Wholesale Order","ISWHOLESALE","7"
"ecom.orderman_reviewflag.ITEMQUANPRICE","ecom","ecom.orderman_reviewflag","Item Quantity/Price Above Thresholds","ITEMQUANPRICE","9"
"ecom.orderman_reviewflag.OOSITEMS","ecom","ecom.orderman_reviewflag","Order Contains Out of Stock Items","OOSITEMS","5"
"ecom.orderman_reviewflag.SERVICED","ecom","ecom.orderman_reviewflag","Orders Requiring Servicing","SERVICED","1"
"ecom.orderman_reviewflag.SHIPMETHODMATCH","ecom","ecom.orderman_reviewflag","Shipping Method Listed as Excluded","SHIPMETHODMATCH","4"
"ecom.orderman_reviewflag.UNPAID","ecom","ecom.orderman_reviewflag","Unpaid Orders","UNPAID","2"
"ecom.orderman_reviewflag.ZEROTOTALORDER","ecom","ecom.orderman_reviewflag","Zero Total Order","ZEROTOTALORDER","12"
"ecom.orderman_sendmails.ordconfcust","ecom","ecom.orderman_sendmails","Order/Quote Confirmation (Customer)","ecom.ordconfcust","10"
"ecom.orderman_sendmails.ordconfint","ecom","ecom.orderman_sendmails","Order/Quote Confirmation (Internal)","ecom.ordconfint","20"
"ecom.orderman_sendmails.ordinvoicecust","ecom","ecom.orderman_sendmails","Invoice (Customer)","ecom.ordinvoicecust","30"
"ecom.orderman_sendmails.ordinvoiceint","ecom","ecom.orderman_sendmails","Invoice (Internal)","ecom.ordinvoiceint","40"
"ecom.orderman_shipchangemodemail.1","ecom","ecom.orderman_shipchangemodemail","Send order modified mail message","1","1"
"ecom.orderman_splitcompemail.1","ecom","ecom.orderman_splitcompemail","Send order modified and order confirmation mail messages","1","1"
"ecom.ordernumtype.D","ecom","ecom.ordernumtype","Datestamp","D","2"
"ecom.ordernumtype.E","ecom","ecom.ordernumtype","Epoch Seconds","E","4"
"ecom.ordernumtype.PD","ecom","ecom.ordernumtype","Prefixed Datestamp","PD","1"
"ecom.ordernumtype.PE","ecom","ecom.ordernumtype","Prefixed Epoch Seconds","PE","3"
"ecom.ordernumtype.PR","ecom","ecom.ordernumtype","Prefixed Random Number","PR","5"
"ecom.ordernumtype.R","ecom","ecom.ordernumtype","Random Number","R","6"
"ecom.orderstatus.C","ecom","ecom.orderstatus","Completed","C","70"
"ecom.orderstatus.NS","ecom","ecom.orderstatus","Pending Shipment","NS","50"
"ecom.orderstatus.P","ecom","ecom.orderstatus","Pending Submission","P","10"
"ecom.orderstatus.PCE","ecom","ecom.orderstatus","Pending Customer Emailed","PCE","20"
"ecom.orderstatus.PPR","ecom","ecom.orderstatus","Pending Processing","PPR","15"
"ecom.orderstatus.PS","ecom","ecom.orderstatus","Partially Shipped","PS","60"
"ecom.orderstatus.SV","ecom","ecom.orderstatus","Servicing","SV","30"
"ecom.orderstatus.X","ecom","ecom.orderstatus","Cancelled","X","900"
"ecom.paymenttype.CASH","ecom","ecom.paymenttype","Cash","CASH","5"
"ecom.paymenttype.CHANNELAMAZON","ecom","ecom.paymenttype","Amazon Payment","CHANNELAMAZON","99"
"ecom.paymenttype.CHANNELEBAY","ecom","ecom.paymenttype","eBay Payment","CHANNELEBAY","99"
"ecom.paymenttype.CHECK","ecom","ecom.paymenttype","Check","CHECK","2"
"ecom.paymenttype.CREDITCARD","ecom","ecom.paymenttype","Credit Card / Payment Card","CREDITCARD","1"
"ecom.paymenttype.OTHER","ecom","ecom.paymenttype","Other Payment Type","OTHER","3"
"ecom.paymenttype.PAYPAL","ecom","ecom.paymenttype","PayPal","PAYPAL","6"
"ecom.pointsmultlimits.COOKIE","ecom","ecom.pointsmultlimits","Shoppers with Cookie","COOKIE","1"
"ecom.pointsmultlimits.USERGROUP","ecom","ecom.pointsmultlimits","Customers Belonging to Certain User Groups","USERGROUP","2"
"ecom.postorder.0","ecom","ecom.postorder","Initiate Order Only","0","1"
"ecom.postorder.1","ecom","ecom.postorder","Enable Order for Processing - Paid","1","2"
"ecom.postorder.2","ecom","ecom.postorder","Enable Order for Processing - Pending Payment","2","3"
"ecom.pricingtype.REGONLY","ecom","ecom.pricingtype","Regular Pricing (Only)","REGONLY","1"
"ecom.pricingtype.REGSO","ecom","ecom.pricingtype","Regular and Special Offer Pricing","REGSO","2"
"ecom.pricingtype.SOONLY","ecom","ecom.pricingtype","Special Offer Pricing (Only)","SOONLY","3"
"ecom.proddelmethod.C","ecom","ecom.proddelmethod","Custom Shipping Method","C","3"
"ecom.proddelmethod.P","ecom","ecom.proddelmethod","Item Based Shipping","P","1"
"ecom.proddelmethod.R","ecom","ecom.proddelmethod","Realtime Carrier","R","2"
"ecom.proddelmethod.Z","ecom","ecom.proddelmethod","Zone Based Shipping","Z","4"
"ecom.proddisppg.10","ecom","ecom.proddisppg","10","10","10"
"ecom.proddisppg.18","ecom","ecom.proddisppg","18","18","18"
"ecom.proddisppg.20","ecom","ecom.proddisppg","20","20","20"
"ecom.proddisppg.27","ecom","ecom.proddisppg","27","27","27"
"ecom.proddisppg.30","ecom","ecom.proddisppg","30","30","30"
"ecom.proddisppg.36","ecom","ecom.proddisppg","36","36","36"
"ecom.proddisppg.40","ecom","ecom.proddisppg","40","40","40"
"ecom.proddisppg.45","ecom","ecom.proddisppg","45","45","45"
"ecom.proddisppg.50","ecom","ecom.proddisppg","50","50","50"
"ecom.proddisppg.60","ecom","ecom.proddisppg","60","60","60"
"ecom.proddisppg.9","ecom","ecom.proddisppg","9","9","9"
"ecom.prodfilterslots.1","ecom","ecom.prodfilterslots","Slot 1","1","1"
"ecom.prodfilterslots.2","ecom","ecom.prodfilterslots","Slot 2","2","2"
"ecom.prodfilterslots.3","ecom","ecom.prodfilterslots","Slot 3","3","3"
"ecom.prodfilterslots.4","ecom","ecom.prodfilterslots","Slot 4","4","4"
"ecom.prodfilterslots.5","ecom","ecom.prodfilterslots","Slot 5","5","5"
"ecom.prodhighlights.CUSTOMPACKAGE","ecom","ecom.prodhighlights","Custom Package","CUSTOMPACKAGE","2"
"ecom.prodhighlights.FREESHIPPING","ecom","ecom.prodhighlights","Free Shipping","FREESHIPPING","6"
"ecom.prodhighlights.PACKAGEDEAL","ecom","ecom.prodhighlights","Package Deal","PACKAGEDEAL","1"
"ecom.prodsectiondisp.FEAT1","ecom","ecom.prodsectiondisp","Featured Products: Slot 1","FEAT1","2"
"ecom.prodsectiondisp.FEAT2","ecom","ecom.prodsectiondisp","Featured Products: Slot 2","FEAT2","3"
"ecom.prodsectiondisp.FEAT3","ecom","ecom.prodsectiondisp","Featured Products: Slot 3","FEAT3","4"
"ecom.prodsectiondisp.FEAT4","ecom","ecom.prodsectiondisp","Featured Products: Slot 4","FEAT4","5"
"ecom.prodsectiondisp.FEAT5","ecom","ecom.prodsectiondisp","Featured Products: Slot 5","FEAT5","6"
"ecom.prodsectiondisp.SPLASH","ecom","ecom.prodsectiondisp","Online Store Splash Page","SPLASH","1"
"ecom.prodshiprtboxes.0","ecom","ecom.prodshiprtboxes","Group With Other Items","0","1"
"ecom.prodshiprtboxes.1","ecom","ecom.prodshiprtboxes","One Box","1","2"
"ecom.prodshiprtboxes.2","ecom","ecom.prodshiprtboxes","Two Boxes","2","3"
"ecom.prodshiprtboxes.3","ecom","ecom.prodshiprtboxes","Three Boxes","3","4"
"ecom.prodshiprtboxes.4","ecom","ecom.prodshiprtboxes","Four Boxes","4","5"
"ecom.prodshiprtboxes.5","ecom","ecom.prodshiprtboxes","Five Boxes","5","6"
"ecom.prodshiprtboxes.6","ecom","ecom.prodshiprtboxes","Six Boxes","6","7"
"ecom.prodview.A","ecom","ecom.prodview","Everyone","A","1"
"ecom.prodview.L","ecom","ecom.prodview","Specific User Groups Only","L","2"
"ecom.prodview.N","ecom","ecom.prodview","Not Viewable By Anyone","N","4"
"ecom.purchorddeltype.DROPSHIP","ecom","ecom.purchorddeltype","Dropship to Customer","DROPSHIP","2"
"ecom.purchorddeltype.STANDARD","ecom","ecom.purchorddeltype","Standard Purchase Order","STANDARD","1"
"ecom.purchordman_close.VENDOR","ecom","ecom.purchordman_close","Send vendor purchase order cancellation mail message","VENDOR","1"
"ecom.purchordman_sendmails.BACKORDER","ecom","ecom.purchordman_sendmails","Vendor Mail Message: Backorder Update Request","BACKORDER","2"
"ecom.purchordman_sendmails.VENDOR","ecom","ecom.purchordman_sendmails","Vendor Mail Message","VENDOR","1"
"ecom.purchordshipmethod.EXPRESS","ecom","ecom.purchordshipmethod","Express Shipping","EXPRESS","2"
"ecom.purchordshipmethod.STANDARD","ecom","ecom.purchordshipmethod","Standard Shipping","STANDARD","1"
"ecom.purchordstatus.CLOSED","ecom","ecom.purchordstatus","Closed","CLOSED","2"
"ecom.purchordstatus.OPEN","ecom","ecom.purchordstatus","Open","OPEN","1"
"ecom.reviewsnumshow.10","ecom","ecom.reviewsnumshow","Ten","10","1"
"ecom.reviewsnumshow.100","ecom","ecom.reviewsnumshow","One Hundred","100","6"
"ecom.reviewsnumshow.20","ecom","ecom.reviewsnumshow","Twenty","20","2"
"ecom.reviewsnumshow.40","ecom","ecom.reviewsnumshow","Forty","40","3"
"ecom.reviewsnumshow.60","ecom","ecom.reviewsnumshow","Sixty","60","4"
"ecom.reviewsnumshow.80","ecom","ecom.reviewsnumshow","Eighty","80","5"
"ecom.reviewsrating.1","ecom","ecom.reviewsrating","One Star","1","1"
"ecom.reviewsrating.2","ecom","ecom.reviewsrating","Two Stars","2","2"
"ecom.reviewsrating.3","ecom","ecom.reviewsrating","Three Stars","3","3"
"ecom.reviewsrating.4","ecom","ecom.reviewsrating","Four Stars","4","4"
"ecom.reviewsrating.5","ecom","ecom.reviewsrating","Five Stars","5","5"
"ecom.reviewsstatus.0","ecom","ecom.reviewsstatus","Inactive","0","1"
"ecom.reviewsstatus.1","ecom","ecom.reviewsstatus","Active","1","2"
"ecom.searchtypes.ALL","ecom","ecom.searchtypes","All words","ALL","1"
"ecom.searchtypes.ANY","ecom","ecom.searchtypes","Any word","ANY","2"
"ecom.searchtypes.EXACT","ecom","ecom.searchtypes","Exact Phrase","EXACT","3"
"ecom.servstatus.N","ecom","ecom.servstatus","Not Applicable","N","900"
"ecom.servstatus.P","ecom","ecom.servstatus","Servicing","P","10"
"ecom.servstatus.S","ecom","ecom.servstatus","Serviced","S","40"
"ecom.shipdestallow.0","ecom","ecom.shipdestallow","Allow Single Shipping Address Only","0","1"
"ecom.shipdestallow.1","ecom","ecom.shipdestallow","Allow Multiple Shipping Addresses","1","2"
"ecom.shipdestallow.2","ecom","ecom.shipdestallow","Allow Shipping to Billing Address Only","2","3"
"ecom.shipdow.0","ecom","ecom.shipdow","Sunday","0","1"
"ecom.shipdow.1","ecom","ecom.shipdow","Monday","1","2"
"ecom.shipdow.2","ecom","ecom.shipdow","Tuesday","2","3"
"ecom.shipdow.3","ecom","ecom.shipdow","Wednesday","3","4"
"ecom.shipdow.4","ecom","ecom.shipdow","Thursday","4","5"
"ecom.shipdow.5","ecom","ecom.shipdow","Friday","5","6"
"ecom.shipdow.6","ecom","ecom.shipdow","Saturday","6","7"
"ecom.shiplocalpickuplimitarea.ALL","ecom","ecom.shiplocalpickuplimitarea","All Areas Permitted","ALL","1"
"ecom.shiplocalpickuplimitarea.COUNTRY","ecom","ecom.shiplocalpickuplimitarea","Same Country as Local Warehouse","COUNTRY","3"
"ecom.shiplocalpickuplimitarea.STATEPROVINCE","ecom","ecom.shiplocalpickuplimitarea","Same State/Province as Local Warehouse","STATEPROVINCE","2"
"ecom.shiprealtimepmark.N","ecom","ecom.shiprealtimepmark","No Mark","N","1"
"ecom.shiprealtimepmark.R","ecom","ecom.shiprealtimepmark","Registered Trademark","R","2"
"ecom.shiprealtimepmark.S","ecom","ecom.shiprealtimepmark","Service Mark","S","4"
"ecom.shiprealtimepmark.T","ecom","ecom.shiprealtimepmark","Standard Trademark","T","3"
"ecom.shipstatus.DP","ecom","ecom.shipstatus","Shipping Request Pending","DP","20"
"ecom.shipstatus.DS","ecom","ecom.shipstatus","Shipping Requested","DS","30"
"ecom.shipstatus.N","ecom","ecom.shipstatus","Not Applicable","N","900"
"ecom.shipstatus.P","ecom","ecom.shipstatus","Pending Shipment","P","10"
"ecom.shipstatus.S","ecom","ecom.shipstatus","Shipped","S","40"
"ecom.shiptimecutoff.0","ecom","ecom.shiptimecutoff","12:00 AM","0","1"
"ecom.shiptimecutoff.1","ecom","ecom.shiptimecutoff","01:00 AM","1","2"
"ecom.shiptimecutoff.10","ecom","ecom.shiptimecutoff","10:00 AM","10","11"
"ecom.shiptimecutoff.11","ecom","ecom.shiptimecutoff","11:00 AM","11","12"
"ecom.shiptimecutoff.12","ecom","ecom.shiptimecutoff","12:00 PM","12","13"
"ecom.shiptimecutoff.13","ecom","ecom.shiptimecutoff","01:00 PM","13","14"
"ecom.shiptimecutoff.14","ecom","ecom.shiptimecutoff","02:00 PM","14","15"
