"id","name","app","section","displaytype","displaydata","displayinclude","required","value","description"
"ecom.combopromoactive","Combo Promotion Active","ecom","Promo: Combo Promotion","SELECT-BOOL","","","1","0","Select true (1) to activate the combo promotion, which will activate Special Offers and the Loyalty Points Multiplier, depending on their settings."
"ecom.combopromocookie","Combo Promotion Limits: Cookie Value","ecom","Promo: Combo Promotion","TEXTBOX-REG","","","1","COMBOPROMOCOOKIE","When the combo promotion is active, and limited to customers with a special cookie, this is the value used for the cookie issued to the customer."
"ecom.combopromolimits","Combo Promotion Limitations","ecom","Promo: Combo Promotion","CHECKBOX-CUSTOM","ecom.combopromolimits","","0","","When the combo promotion is active, you can select to limit the promotion to customers.  Select the limitations you would like to put into place for the combo promotion.  Selecting no limitations will activate the combo promotion for all shoppers."
"ecom.combopromousergroups","Combo Promotion Limits: User Groups","ecom","Promo: Combo Promotion","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","","When the combo promotion is active, and limited to certain user groups, this listing controls which groups are allowed access."
"ecom.customlistdisplay","Product Offer List Full Add to Cart Status","ecom","Custom","SELECT-BOOL","","","1","1","Select true (1) to display full add to cart forms for product offer list displays."
"ecom.custompackagedesc","Custom Package Description","ecom","Custom Packages","TEXTAREA-SMALL","","","1","Custom Packages allow you to build your own custom bundle of items at discounted pricing.","This description is used when displaying information about Custom Packages."
"ecom.custompackagename","Custom Package Display Name","ecom","Custom Packages","TEXTBOX-REG","","","1","Custom Package","This display name is used for all references to package deals."
"ecom.disallowdiscountsactive","Discount Exclusion Status","ecom","Discount Exclusions","SELECT-BOOL","","","1","1","This setting allows you to control Discount Exclusions status for the store.  If this value is set to false (0), discount exclusions will be inactive, regarless of discount exclusion selections for Product Offers."
"ecom.disallowdiscountsdesc","Discount Exclusion Description","ecom","Discount Exclusions","TEXTAREA-SMALL","","","1","Denotes exclusion from all discount offers.  Discount codes are not applicable on excluded items.","This description is used when displaying information about Discount Exclusions."
"ecom.disallowdiscountsdispforce","Discount Exclusion Force Display","ecom","Discount Exclusions","SELECT-BOOL","","","1","0","Set to true (1) to force discount exclusion displays and icons for Product Offers, and to display them for categories, when selected, regardless of whether discount exlcusions are active.  Set to false (0) to only show displays and icons when discount exclusions are actually active."
"ecom.disallowdiscountsicon","Discount Exclusion Icon Display","ecom","Discount Exclusions","SELECT-BOOL","","","1","1","Set to true (1) to automatically display discount exclusion icons for Product Offers, and to display them for categories, when selected.  Set to false (0) to suppress all discount exclusion icons."
"ecom.disallowdiscountsname","Discount Exclusion Display Name","ecom","Discount Exclusions","TEXTBOX-REG","","","1","Discount Exclusion","This display name is used for all references to Discount Exclusions."
"ecom.dispcontshop","Display Continue Shopping Button","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true (1) to display a Continue Shopping button on the shopping cart and wish list pages."
"ecom.dispprodnums","Product Number Display Areas","ecom","General Store Settings","CHECKBOX-CUSTOM","ecom.dispprodnums","","0","PRODSHOWINV, CARTWL, CHECKOUT, ORDERINVOICES, ORDERMAILS, CREDITS, PURCHORDS, PURCHORDMAILS","Select the areas in which product numbers for product offers should be displayed.  Product numbers are appended to product offer names when displayed."
"ecom.dispprodoptlinebr","Display Product Options With Line Breaks","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true to display product options with line breaks, or false to display without them."
"ecom.enablecartaddfullajax","Enable Ajax Add (Full / Product Detail)","ecom","Shopping Cart and Wish List","SELECT-BOOL","ecom.enablecartaddfullajax","","1","1","Select true to enable ajax for the add to shopping cart and wish list form on the product detail page, or false to disable."
"ecom.enablecartaddquickajax","Enable Ajax Add (Quick)","ecom","Shopping Cart and Wish List","SELECT-BOOL","ecom.enablecartaddquickajax","","1","1","Select true to enable ajax for the quick add to cart and wish list in product listings, or false to disable."
"ecom.enablecartwlajax","Enable Ajax Updates","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true to enable ajax updates on the shopping cart and wish list pages, or false to disable ajax updates."
"ecom.enablecartwlupsell","Enable Upsell of Products","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true to enable upsell of products on the shopping cart and wish list pages, or false to disable the upsell of products."
"ecom.enableprodfilter","Activate Product Filter","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to activate product filter functionality for users who are browsing the online store."
"ecom.enableprodfilterajax","Enable Ajax Updates","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to enable ajax updates for product filters, or false to disable ajax updates."
"ecom.enablewishlist","Enable Wish List","ecom","Shopping Cart and Wish List","SELECT-BOOL","","","1","1","Select true to enable wish list displays and functions, or false to disable the wish list."
"ecom.extrashiptext","Extra Shipping Text","ecom","Shipping Settings","TEXTAREA-SMALL","","","0","","Enter text here to display an extra message about shipping in the shipping estimator and checkout."
"ecom.featprodname1","Slot 1: Heading Name","ecom","Featured Products Display","TEXTBOX-REG","","","1","Look what's new at doro.....","If there are products to display on the featured products function in slot 1, the name below is used to present a heading."
"ecom.featprodname2","Slot 2: Heading Name","ecom","Featured Products Display","TEXTBOX-REG","","","1","Look what's hot","If there are products to display on the featured products function in slot 2, the name below is used to present a heading."
"ecom.featprodname3","Slot 3: Heading Name","ecom","Featured Products Display","TEXTBOX-REG","","","1","Alter Your Sounds With These Pedals","If there are products to display on the featured products function in slot 3, the name below is used to present a heading."
"ecom.featprodname4","Slot 4: Heading Name","ecom","Featured Products Display","TEXTBOX-REG","","","1","Featured Products Slot 4","If there are products to display on the featured products function in slot 4, the name below is used to present a heading."
"ecom.featprodname5","Slot 5: Heading Name","ecom","Featured Products Display","TEXTBOX-REG","","","1","Featured Products Slot 5","If there are products to display on the featured products function in slot 5, the name below is used to present a heading."
"ecom.featprodslider1","Slot 1: Activate Slider","ecom","Featured Products Display","SELECT-BOOL","","","1","1","If there are products to display on the featured products function in slot 1, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.featprodslider2","Slot 2: Activate Slider","ecom","Featured Products Display","SELECT-BOOL","","","1","1","If there are products to display on the featured products function in slot 2, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.featprodslider3","Slot 3: Activate Slider","ecom","Featured Products Display","SELECT-BOOL","","","1","0","If there are products to display on the featured products function in slot 3, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.featprodslider4","Slot 4: Activate Slider","ecom","Featured Products Display","SELECT-BOOL","","","1","0","If there are products to display on the featured products function in slot 4, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.featprodslider5","Slot 5: Activate Slider","ecom","Featured Products Display","SELECT-BOOL","","","1","0","If there are products to display on the featured products function in slot 5, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.fedexaccesstokenrate","Rate API Access Token","ecom","FedEx Web Services Settings","HIDDEN-REG","","","0","",""
"ecom.fedexaccesstokentrack","Track API Access Token","ecom","FedEx Web Services Settings","HIDDEN-REG","","","0","",""
"ecom.fedexdoestdel","Activate Delivery Estimates","ecom","FedEx Web Services Settings","SELECT-BOOL","","","1","1","Select true (1) to display FedEx delivery date estimates with rates."
"ecom.fedexnegrates","Use FedEx Account Rates","ecom","FedEx Web Services Settings","SELECT-BOOL","","","1","0","Set this field to true to use account rates from FedEx. Set this field to false to use FedEx list rates."
"ecom.fedexretcurr","Return Currency","ecom","FedEx Web Services Settings","SELECT-CUSTOM","core.currency","","1","USD","Select the currency used by FedEx to return shipping rates for your FedEx account."
"ecom.fedextokenexpiresrate","Rate API Token Expiration","ecom","FedEx Web Services Settings","HIDDEN-REG","","","0","",""
"ecom.fedextokenexpirestrack","Track API Token Expiration","ecom","FedEx Web Services Settings","HIDDEN-REG","","","0","",""
"ecom.freeshipamt","Free Shipping: Threshold","ecom","Shipping Settings","TEXTBOX-REG","","","1","0.00","Enter a free shipping threshold below.  When activated with a value greater than zero, Free Shipping Rate Limitations dictate which shipping options will be discounted.  Set to '0.00' to turn off."
"ecom.freeshipamtwholesale","Free Shipping: Wholesale Threshold","ecom","Shipping Settings","TEXTBOX-REG","","","1","1500.00","Enter a free shipping threshold below for wholesale accounts.  When activated with a value greater than zero, Free Shipping Rate Limitations dictate which shipping options will be discounted.  Set to '0.00' to turn off."
"ecom.freeshipoverridename","Free Shipping: Minimum Override Name","ecom","Shipping Settings","TEXTBOX-REG","","","0","","Enter a name to be appended to shipping options which have Minimum Override Amounts charged in place of free shipping.  Examples: 'Oversize', 'Flat Rate'"
"ecom.freeshipoverridestatus","Free Shipping: Minimum Override Status","ecom","Shipping Settings","SELECT-BOOL","","","1","1","Inventory items may qualify for free shipping under certain conditions.  They can be set up with a Free Shipping Minimum Override Amount which will be charged for the item if free shipping is calculated.  Turn this functionality on or off globally with this setting."
"ecom.freeshippingdesc","Free Shipping Description","ecom","Free Shipping","TEXTAREA-SMALL","","","1","FREE next day delivery on this roll.  You can also upgrade to an AM delivery at the checkout.  ","This description is used when displaying information about Free Shipping."
"ecom.freeshippingname","Free Shipping Display Name","ecom","Free Shipping","TEXTBOX-REG","","","1","Free Delivery","This display name is used for all references to Free Shipping."
"ecom.freeshipratelimit","Free Shipping: Rate Limitation","ecom","Shipping Settings","SELECT-BOOL","","","1","1","Select true (1) to limit free shipping to the lowest rated shipping option only.  If false (0), the lowest rated shipping option will be free, its value will be subtracted from all other shipping options."
"ecom.giftcertimg","Gift Certificate Image","ecom","General Store Settings","FILE-UPLOAD","{PUBLIC}/media/ecom/giftcert","","1","GIFTCERTIFICATE.jpg","This is the image presented in the Free Gift Certificate promotion area on the shopping cart page, and in the XHTML mail messages for orders containing gift certificates."
"ecom.grouplimits","Limit Pricing and Purchasing to Certain User Groups","ecom","General Store Settings","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","","You can select to limit pricing and purchasing of product offers to certain user account groups only.  If you select any groups, only logged-in users, which belong to a selected group, will be able to view prices and add items to their shopping cart.  All other users and guests will be prompted to login to a valid account to view pricing and to purchase."
"ecom.guestcoform","Guest Checkout Form","ecom","Checkout","SELECT-CUSTOM","ecom.guestcoform","","1","ecom.guestco","Select the guest checkout form to be used by guests when checking out."
"ecom.icondispcatfeatgrid","Category Section Headers: Display Highlights","ecom","Categories: Feature Grid View","SELECT-BOOL","","","1","1","Select true to display category hightlight icons in category section headers in category feature grid view."
"ecom.icondispcatfeatgridshow","Category Header: Display Highlights","ecom","Categories: Feature Grid View","SELECT-BOOL","","","1","1","Select true to display category hightlight icons in the category header when displayed in category feature grid view."
"ecom.icondispcatgrid","Product Offers: Display Highlights","ecom","Categories: Feature Grid View","SELECT-BOOL","","","1","1","Select true to display product offer highlight icons in category feature grids."
"ecom.icondispcatlist","Category List: Display Highlights","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display category hightlight icons when displayed in standard view."
"ecom.icondispcatlistshow","Category Header: Display Highlights","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display category hightlight icons in the category header when displayed in standard view."
"ecom.icondispmanusshow","Manufacturer Header: Display Highlights","ecom","Manufacturer Displays","SELECT-BOOL","","","1","0","Select true to display category hightlight icons in the category header when displayed on manufacturer pages."
"ecom.icondispprodlist","Product Listing: Display Highlights","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display product offer highlight icons in standard view product listings."
"ecom.icondispprodshow","Display Product Offer Highlights","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to display product offer highlight icons on product detail pages."
"ecom.icondispspecoffersshow","Category Header: Display Highlights","ecom","Special Offers","SELECT-BOOL","","","1","0","Select true to display category hightlight icons in the category header when displayed on special offer pages."
"ecom.imagesminicartajax","Display Images","ecom","Ajax Mini Cart","SELECT-BOOL","","","1","1","Select true to display images in the ajax mini cart, or false to suppress images."
"ecom.imagesminisearchajax","Display Images","ecom","Ajax Product Search","SELECT-BOOL","","","1","1","Select true to display images in the ajax mini search, or false to suppress images."
"ecom.invoversellinflate","Local Inventory Oversell: Inflate","ecom","General Store Settings","TEXTBOX-REG","","","1","0","Enter a value which is used to globally inflate Local Inventory Oversell for inventory items.  This value is added to the Local Inventory Oversell value entered for each inventory item.  Enter 0 (zero) to disable this feature."
"ecom.invoversellstatus","Local Inventory Oversell: Status","ecom","General Store Settings","SELECT-BOOL","","","1","1","Select true (1) to use both Inventory Item oversell values and the Inflate Local Inventory Oversell settings to affect inventory.  Select false (0) to disable this feature."
"ecom.lang.AUTOPRICEENTERPRICING","String: AUTOPRICEENTERPRICING","ecom","Language Strings","TEXTBOX-REG","","","1","Enter An Amount","Default: Enter An Amount"
"ecom.lang.AUTOPRICEENTERVALIDQUAN","String: AUTOPRICEENTERVALIDQUAN","ecom","Language Strings","TEXTBOX-REG","","","1","Enter Valid Quantity","Default: Enter Valid Quantity"
"ecom.lang.AUTOPRICEOPTREQ","String: AUTOPRICEOPTREQ","ecom","Language Strings","TEXTBOX-REG","","","1","Select Required Options","Default: Select Required Options"
"ecom.lang.AUTOPRICEQUANTOOHIGH","String: AUTOPRICEQUANTOOHIGH","ecom","Language Strings","TEXTBOX-REG","","","1","Not Enough Stock","Default: Not Enough Stock"
"ecom.lang.AUTOPRICETBD","String: AUTOPRICETBD","ecom","Language Strings","TEXTBOX-REG","","","1","TBD","Default: TBD"
"ecom.lang.CARTDISCOUNTREG","String: CARTDISCOUNTREG","ecom","Language Strings","TEXTBOX-REG","","","1","You Save","Default: Your Save"
"ecom.lang.CARTDISCOUNTWHOLESALE","String: CARTDISCOUNTWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Wholesale Discount","Default: Wholesale Discount"
"ecom.lang.COMPAREPRICE","String: COMPAREPRICE","ecom","Language Strings","TEXTBOX-REG","","","1","Regular Price","Default: Regular Price"
"ecom.lang.COMPAREWHOLESALE","String: COMPAREWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Retail","Default: Retail"
"ecom.lang.COMPAREWHOLESALEDEEP","String: COMPAREWHOLESALEDEEP","ecom","Language Strings","TEXTBOX-REG","","","1","Wholesale","Default: Wholesale"
"ecom.lang.FREESHIPPING","String: FREESHIPPING","ecom","Language Strings","TEXTBOX-REG","","","1","FREE","Default: FREE"
"ecom.lang.GATEWAYSECT","String: GATEWAYSECT","ecom","Language Strings","TEXTBOX-REG","","","1","Payment Method Selection","Default: Payment Method Selection"
"ecom.lang.GETESTIMATE","String: GETESTIMATE","ecom","Language Strings","TEXTBOX-REG","","","1","Get Estimate","Default: Get Estimate"
"ecom.lang.GIFTCERTAMOUNT","String: GIFTCERTAMOUNT","ecom","Language Strings","TEXTBOX-REG","","","1","Certificate Value","Default: Certificate Value"
"ecom.lang.GIFTCERTENDDATE","String: GIFTCERTENDDATE","ecom","Language Strings","TEXTBOX-REG","","","1","Valid Until","Default: Valid Until"
"ecom.lang.GIFTCERTISSUED","String: GIFTCERTISSUED","ecom","Language Strings","TEXTBOX-REG","","","1","Gift Certificate Issued","Default: Gift Certificate Issued"
"ecom.lang.GIFTCERTSTARTDATE","String: GIFTCERTSTARTDATE","ecom","Language Strings","TEXTBOX-REG","","","1","Valid From","Default: Valid From"
"ecom.lang.LOYALTYEARN","String: LOYALTYEARN","ecom","Language Strings","TEXTBOX-REG","","","1","earning you","Default: Earn"
"ecom.lang.LOYALTYSHORT","String: LOYALTYSHORT","ecom","Language Strings","TEXTBOX-REG","","","1","Points","Default: Points"
"ecom.lang.LOYALTYWORTH","String: LOYALTYWORTH","ecom","Language Strings","TEXTBOX-REG","","","1","per item worth","Default: Worth"
"ecom.lang.ONETIME","String: ONETIME","ecom","Language Strings","TEXTBOX-REG","","","1","Today","Default: Today"
"ecom.lang.ORDERCOMPREG","String: ORDERCOMPREG","ecom","Language Strings","TEXTBOX-REG","","","1","Reg","Default: Reg"
"ecom.lang.ORDERCOMPWHOLESALE","String: ORDERCOMPWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","List","Default: List"
"ecom.lang.ORDERDISCOUNTREG","String: ORDERDISCOUNTREG","ecom","Language Strings","TEXTBOX-REG","","","1","Savings","Default: Savings"
"ecom.lang.ORDERDISCOUNTWHOLESALE","String: ORDERDISCOUNTWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Discount","Default: Discount"
"ecom.lang.PRICEFREE","String: PRICEFREE","ecom","Language Strings","TEXTBOX-REG","","","1","FREE","Default: FREE"
"ecom.lang.PRICEFROM","String: PRICEFROM","ecom","Language Strings","TEXTBOX-REG","","","1","Priced From","Default: Priced From"
"ecom.lang.PRICEFROMSHORT","String: PRICEFROMSHORT","ecom","Language Strings","TEXTBOX-REG","","","1","From","Default: From"
"ecom.lang.PRICEOVERRIDE","String: PRICEOVERRIDE","ecom","Language Strings","TEXTBOX-REG","","","1","Price","Default: Price"
"ecom.lang.RECURRING","String: RECURRING","ecom","Language Strings","TEXTBOX-REG","","","1","Monthly","Default: Monthly"
"ecom.lang.REGPRICE","String: REGPRICE","ecom","Language Strings","TEXTBOX-REG","","","1","Your Price","Default: Your Price"
"ecom.lang.STOREHOME","String: STOREHOME","ecom","Language Strings","TEXTBOX-REG","","","1","Home","Default: Home"
"ecom.lang.TEXTSAVE","String: TEXTSAVE","ecom","Language Strings","TEXTBOX-REG","","","1","You Save","Default: You Save"
"ecom.lang.TEXTSAVESHORT","String: TEXTSAVESHORT","ecom","Language Strings","TEXTBOX-REG","","","1","Save","Default: Save"
"ecom.lang.TEXTSAVESHORTWHOLESALE","String: TEXTSAVESHORTWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Discount","Default: Discount"
"ecom.lang.TEXTSAVEWHOLESALE","String: TEXTSAVEWHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Your Discount","Default: Your Discount"
"ecom.lang.VOLPRICEBUY","String: VOLPRICEBUY","ecom","Language Strings","TEXTBOX-REG","","","1","Buy","Default: Buy"
"ecom.lang.VOLPRICEEACH","String: VOLPRICEEACH","ecom","Language Strings","TEXTBOX-REG","","","1","each","Default: Each"
"ecom.lang.WHOLESALE","String: WHOLESALE","ecom","Language Strings","TEXTBOX-REG","","","1","Your Price","Default: Your Price"
"ecom.linkpointkey","FirstData API Keyfile Contents","ecom","FirstData API Settings","TEXTAREA-REG","","","1","-----BEGIN RSA PRIVATE KEY-----
...
-----END RSA PRIVATE KEY-----
-----BEGIN CERTIFICATE-----
...
-----END CERTIFICATE-----","The contents of the API key file you downloaded from FirstData need to be entered into the field below.  This key file should be associated with your FirstData API-enabled  account."
"ecom.localwarehouseaddone","Local Warehouse Address","ecom","Shipping Settings","TEXTBOX-REG","","","1","New Mill, Farndon Road","Enter the address where the local warehouse is located.  This entry is used for all ecommerce shipping quotes which are not dropshipped."
"ecom.localwarehousecity","Local Warehouse City","ecom","Shipping Settings","TEXTBOX-REG","","","1","Market Harborough","Enter the city where the local warehouse is located.  This entry is used for all ecommerce shipping quotes which are not dropshipped."
"ecom.localwarehousecountry","Local Warehouse Country","ecom","Shipping Settings","SELECT-TABLE","SELECT {COLS} FROM core_country","","1","UK - England & Wales","Select the country where the local warehouse is located.  This entry is used for all ecommerce shipping quotes which are not dropshipped."
"ecom.localwarehousephone","Local Warehouse Telephone Number","ecom","Shipping Settings","TEXTBOX-REG","","","1","01858431642","Enter the local telephone number for the local warehouse."
"ecom.localwarehousestateprov","Local Warehouse State/Province","ecom","Shipping Settings","SELECT-TABLE","SELECT {COLS} FROM core_stateprov","","1","Leicestershire","Select the state/province where the local warehouse is located.  This entry is used for all ecommerce shipping quotes which are not dropshipped."
"ecom.localwarehousezip","Local Warehouse Zip/Postal Code","ecom","Shipping Settings","TEXTBOX-REG","","","1","LE16 9NP","Enter the zip/postal code where the local warehouse is located.  This entry is used for all ecommerce shipping quotes which are not dropshipped."
"ecom.lowinventoryalert","Low Inventory Alert Level","ecom","Checkout","TEXTBOX-REG","","","1","0","Enter the inventory level at which to trigger a low inventory alert.  Zero is a valid value which will trigger an alert when inventory runs out."
"ecom.lowinventoryalertstatus","Low Inventory Alert Status","ecom","Checkout","SELECT-BOOL","","","1","0","Select true (1) to turn low inventory alerts on.  When on, if an inventory item is ordered which has an inventory level at or below the Low Inventory Alert Level, an email will be sent to the site owner indicating inventory is low.  Select false (0) to turn this feature off."
"ecom.loyaltypoints_active","Activate Loyalty Points System","ecom","Loyalty Points","SELECT-BOOL","","","1","1","Select true to activate the loyalty points system.  If this system is activated, be sure to add loyalty point values to products and priced product option selection items."
"ecom.loyaltypoints_createacct","Loyalty Points Earned on Account Creation","ecom","Loyalty Points","TEXTBOX-REG","","","1","0","Enter the number of loyalty points which should be awarded to users creating new accounts.  Loyalty points are awared in whole numbers, so do not enter a decimal value.  Please note: New accounts will not be awared loyalty points if a value of zero, or less than zero, is entered."
"ecom.loyaltypoints_mult","Loyalty Points Multiplier","ecom","Promo: Loyalty Points Multiplier","TEXTBOX-REG","","","1","1","Enter a multiplier for loyalty points.  This multiplier is used to multiply the number of points paid for purchases.  Entering any value greater than one (1) activates points multiplication."
"ecom.loyaltypoints_name","Loyalty Points System Name","ecom","Loyalty Points","TEXTBOX-REG","","","1","Reward Points","Enter a name for the loyalty points system.  This name is used througout the software to reference the loyalty points system."
"ecom.loyaltypoints_onorder","Loyalty Points Earned for Orders","ecom","Loyalty Points","TEXTBOX-REG","","","1","0","Enter the number of loyalty points which should be awarded to users who place an order.  Loyalty points are awarded in whole numbers, so do not enter a decimal value.  Please note: Accounts placing orders will not be awarded loyalty points if a value of zero, or less than zero, is entered."
"ecom.loyaltypoints_value","Loyalty Point Value","ecom","Loyalty Points","TEXTBOX-REG","","","1","0.50","Enter a currency amount in the system base currency representing how much each loyalty point is worth.  Please note: A value of zero, or less than zero, will deactivate the system."
"ecom.manusaleactive","Manufacturer Sale Active","ecom","Manufacturer Displays","SELECT-BOOL","ecom.catshowtype","","1","0","Select true (1) to activate manufacturer sales.  If active, sales any manufacturer sales which have been configured for each manufacturer will be activated."
"ecom.manusalename","Manufacturer Sale Name","ecom","Manufacturer Displays","TEXTBOX-REG","","","1","Promotion","Enter a name for the manufacturer sale.  The manufacturer name is prepended to this sale name when displayed."
"ecom.manusbannergroup","Banner Advertisement Group","ecom","Manufacturer Displays","TEXTBOX-REG","","","0","PARTNERS","Enter a banner advertisement group name if you would like to display banner advertisements at the top of the Manufacturers page. Leave blank to suppress banner advertisements. If a group name is entered, a banner advertisement placed in the content section must have this group name in order to display a banner advertisement."
"ecom.manusmenudisp","Category Menu Display Status","ecom","Manufacturer Displays","SELECT-BOOL","","","1","1","Select true (1) to display Manufacturers in the store category menu, or false (0) not show a menu item for Manufacturers."
"ecom.manusname","Manufacturers Display Name","ecom","Manufacturer Displays","TEXTBOX-REG","","","1","Our Partners","This display name is used to reference Manufacturers."
"ecom.manusshowtype","Manufacturer Header: Display Type","ecom","Manufacturer Displays","SELECT-CUSTOM","ecom.catshowtype","","1","DESCIMG","Select the type for the category header when displayed on manufacturer pages.  You can select description only, image and descripiton, or to disable the display."
"ecom.maxpackageweight","Maximum Combined Package Weight","ecom","Shipping Settings","TEXTBOX-REG","","","1","70.000","Enter a maximum combined package weight below.  If a shipment is requested which contains items that can be combined with other items for shipping, this maximum combined package weight limits the size of the combined packages.  This weight should be entered in pounds (LB) or kilograms (KG) depending on the global weight setting."
"ecom.minorderamt","Minimum Order Amount","ecom","Checkout","TEXTBOX-REG","","","1","0.00","Enter a minimum order amount below.  If you enter an amount greater than zero, users attempting to checkout with a total of items in their shopping cart less than the amount specified will be presented with a message indicating they need to add more items to their cart to checkout.  Set to '0.00' to turn off."
"ecom.notifystock","Enable Stock Notifications","ecom","General Store Settings","SELECT-BOOL","","","1","1","Select true to enable stock notifications for inventory items.  If stock notifications are enabled, users can sign up to receive a notification when an item which is out of stock is made available."
"ecom.notifystockalert","Enable Stock Notification Request Alerts","ecom","General Store Settings","SELECT-BOOL","","","1","0","Select true to enable stock notification request alerts for inventory items.  If stock notifications are enabled, a notification can be sent when customers request in stock notifications."
"ecom.offereuvatabb","Offer Pricing Display: Hide EU/UK VAT Info","ecom","General Store Settings","SELECT-BOOL","","","1","0","Select true (1) to hide EU/UK VAT information on offer prices displayed in product listings, and on product detail pages.  Select false (0), the default, to display EU/UK VAT information.  This control is only applicable when EU/UK VAT is active."
"ecom.orderconfbannergroup","Order Confirmation: Banner Advertisement Group","ecom","Checkout","TEXTBOX-REG","","","0","","Enter a banner advertisement group name if you would like to display banner advertisements at the top of the order confirmation page. Leave blank to suppress banner advertisements. If a group name is entered, a main banner advertisement must have this group name in order to display a banner advertisement."
"ecom.ordermanmailpromodo","Customer Order Mail Message Promo Active","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to enable the display of a promo image in customer order mail messages, or false (0) to suppress it."
"ecom.ordermanmailpromoimg","Customer Order Mail Message Promo Image","ecom","Order Manager","FILE-UPLOAD","{PUBLIC}/media/ecom/ordermanpromos","","1","defaultpromo.jpg","This is the image presented in customer order mail messages for promo purposes.  Upload an image and set Customer Order Mail Message Promo Active to true to activate."
"ecom.ordermanmailpromolink","Customer Order Mail Message Promo Link (Full URL)","ecom","Order Manager","TEXTBOX-REG","","","0","","Enter a full URL which will be used as a link for the Customer Order Mail Message Promo Image.  If no URL is entered, no link will be printed with the Customer Order Mail Message Promo Image.  Example: https://yourdomain.com/Page"
"ecom.ordermantermsconvert","Activate Payment Terms Conversion","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to activate payment terms conversion for orders.  If active, when unpaid orders with payment terms are completed, if the selected payment term has a positive number of days entered for terms conversion, terms will be converted to a due date.  The due date is calculated by adding the number of days entered for the payment term to the order completion date.  Select false (0) to disable payment terms conversion."
"ecom.orderman_dlfilegets","Download Files: Number of Accesses Allowed","ecom","Order Manager","TEXTBOX-REG","","","1","5","Enter the number of accesses to allow for download files in orders.  Download files are downloaded from the order summary page."
"ecom.orderman_giftcertmailhead","Order Mail Message Gift Certificate Notice","ecom","Order Manager","TEXTAREA-SMALL","","","0","Your order contains a gift certificate!  Scroll down to see your gift certificate code.","Enter an optional message to include at the top of order mail messages containing gift certificate codes.   This message is intended to draw attention to the codes contained in the mail message."
"ecom.orderman_guestinvoicedisp","Guest Order Invoice Display Option","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to display a printable order invoice link instead of a printable order summary link for completed guest orders.  Select false (0) to always display a printable order summary link."
"ecom.orderman_guestinvoicemail","Guest Order Invoice Mail Option","ecom","Order Manager","SELECT-CUSTOM","core.invoicemail","","1","0","Select the conditions under which guest orders will receive an order invoice mail message, instead of an order complete mail message, when the order is completed.  This option is only valid when Send Order Completed Mail Messages is set to true (1)."
"ecom.orderman_intmaillogo","Suppress Logo on Internal Order Mail Messages","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to suppress the logo image on internal and shipping mail messages sent by the Order Manager.  Select false (0) to include logo images in these mail messages."
"ecom.orderman_intmailwhlmargin","Display Margins on Internal Order Mail Messages and Summaries","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to display margins on wholesale orders, when available, for internal order mail messages and order summaries."
"ecom.orderman_reviewappendintcomments","Add Review Conditions to Internal Order Comments","ecom","Order Manager","SELECT-BOOL","","","1","0","Select true (1) to add review conditions to internal order comments, or false (0) to not add review conditions to internal order comments."
"ecom.orderman_reviewemaildomains","Order Review Email Domains","ecom","Order Manager","TEXTAREA-SMALL","","","0","gmail.com, yahoo.com, msn.com, hotmail.com","Enter a single, or comma-delimited list, of domain names, when matched to the email address used for the order, will cause an order to be marked for review."
"ecom.orderman_reviewflag","Order Review Conditions","ecom","Order Manager","CHECKBOX-CUSTOM","ecom.orderman_reviewflag","","0","SERVICED, UNPAID, BILLSHIPNOMATCH, SHIPMETHODMATCH, OOSITEMS, DROPSHIPITEMS","Select conditions which will mark an order for review."
