product_id,type,old_sku,proposed_sku,sage_desc,sage_price,site_price,strategy,confidence
6508,variation,900E-sz02,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,12.08,szNN+size-token,"check price"
6509,variation,900E-sz03,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,18.11,szNN+size-token,"check price"
6510,variation,900E-sz04,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,24.15,szNN+size-token,"check price"
6511,variation,900E-sz05,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,32.92,szNN+size-token,"check price"
6512,variation,900E-sz06,900E,"1220MM X 91.4M 900E APLITAPE PAPER APPLICATION TAPE",120.3,65.84,szNN+size-token,"check price"
6515,variation,903-sz01,,,,5.8,szNN+size-token,"NO MATCH"
6516,variation,903-sz02,,,,11.6,szNN+size-token,"NO MATCH"
6517,variation,903-sz03,,,,17.4,szNN+size-token,"NO MATCH"
6518,variation,903-sz04,,,,23.2,szNN+size-token,"NO MATCH"
6519,variation,903-sz05,,,,31.65,szNN+size-token,"NO MATCH"
6520,variation,903-sz06,,,,63.3,szNN+size-token,"NO MATCH"
6535,variation,BUNG-sz01,,,,6.84,szNN+size-token,"NO MATCH"
6536,variation,BUNG-sz02,,,,6.84,szNN+size-token,"NO MATCH"
6542,variation,CAD1-sz01,,,,470,szNN+size-token,"NO MATCH"
6563,variation,"Cover Styl' CT35-sz01",,,,27.04,szNN+size-token,"NO MATCH"
6564,variation,"Cover Styl' CT35-sz02",,,,1216.8,szNN+size-token,"NO MATCH"
6570,variation,DFP07-sz01,DFP071370,"ASLAN DFP07 ULTRA TACK WHITE GLOSS VINYL 1370MM",8.4,84,szNN+size-token,"restructure candidate (~10m roll)"
6571,variation,DFP07-sz02,DFP071370,"ASLAN DFP07 ULTRA TACK WHITE GLOSS VINYL 1370MM",8.4,87.4,szNN+size-token,"restructure candidate (~10m roll)"
6572,variation,DFP07-sz03,DFP071370,"ASLAN DFP07 ULTRA TACK WHITE GLOSS VINYL 1370MM",8.4,378,szNN+size-token,"restructure candidate (~45m roll)"
6573,variation,DFP07-sz04,DFP071370,"ASLAN DFP07 ULTRA TACK WHITE GLOSS VINYL 1370MM",8.4,393.3,szNN+size-token,"restructure candidate (~47m roll)"
6581,variation,DIGI-FAB-sz01,DIGI-FAB1067,"DIGI-FAB SELF ADHESIVE POLYESTER FABRIC 1067MM",9.32,139.8,szNN+size-token,"restructure candidate (~15m roll)"
6582,variation,DIGI-FAB-sz02,DIGI-FAB1067,"DIGI-FAB SELF ADHESIVE POLYESTER FABRIC 1067MM",9.32,251.64,szNN+size-token,"restructure candidate (~27m roll)"
6583,variation,DIGI-FAB-sz03,DIGI-FAB1370,"DIGI-FAB SELF ADHESIVE POLYESTER FABRIC 1370MM",11.98,179.7,szNN+size-token,"restructure candidate (~15m roll)"
6584,variation,DIGI-FAB-sz04,DIGI-FAB1370,"DIGI-FAB SELF ADHESIVE POLYESTER FABRIC 1370MM",11.98,323.46,szNN+size-token,"restructure candidate (~27m roll)"
6585,variation,DIGI-FAB-sz05,,,,199.5,szNN+size-token,"NO MATCH"
6586,variation,DIGI-FAB-sz06,,,,359.1,szNN+size-token,"NO MATCH"
6618,variation,MSK-sz01,MSK,"MSK500V MUTOH PLOTTER SMART KNIFE",25,25,szNN+size-token,"high (price match)"
6619,variation,MSK-sz02,MSK,"MSK500V MUTOH PLOTTER SMART KNIFE",25,12.5,szNN+size-token,"check price"
6624,variation,Orajet_3162-sz01,,,,81.3,szNN+size-token,"NO MATCH"
6632,variation,PLA3-sz01,PLA3,"HOTRONIX MINI PLATEN 25CM X 15CM",150,390,szNN+size-token,"restructure candidate (~3m roll)"
6634,variation,"PLO PLO1 PLO2-sz01",,,,11.5,szNN+size-token,"NO MATCH"
6635,variation,"PLO PLO1 PLO2-sz02",,,,11.5,szNN+size-token,"NO MATCH"
6636,variation,"PLO PLO1 PLO2-sz03",,,,14.3,szNN+size-token,"NO MATCH"
6667,variation,Aqueous_Vinyl-sz01,,,,62.9,szNN+size-token,"NO MATCH"
6668,variation,Aqueous_Vinyl-sz02,,,,90.9,szNN+size-token,"NO MATCH"
6669,variation,Aqueous_Vinyl-sz03,,,,105.2,szNN+size-token,"NO MATCH"
6670,variation,Aqueous_Vinyl-sz04,,,,122.9,szNN+size-token,"NO MATCH"
6671,variation,Aqueous_Vinyl-sz05,,,,125.4,szNN+size-token,"NO MATCH"
6672,variation,Aqueous_Vinyl-sz06,,,,153.6,szNN+size-token,"NO MATCH"
6677,variation,M8_Bright_Yellow-sz01,,,,19,szNN+size-token,"NO MATCH"
6678,variation,M8_Bright_Yellow-sz02,,,,855,szNN+size-token,"NO MATCH"
6679,variation,Mutoh_Plotter_Blade-sz01,,,,13.55,szNN+size-token,"NO MATCH"
6680,variation,Mutoh_Plotter_Blade-sz02,,,,13.55,szNN+size-token,"NO MATCH"
6708,variation,Summa_Plotter_Blade-sz01,,,,13.55,szNN+size-token,"NO MATCH"
6709,variation,Summa_Plotter_Blade-sz02,,,,13.55,szNN+size-token,"NO MATCH"
6710,variation,Summa_Plotter_Blade-sz03,,,,15.6,szNN+size-token,"NO MATCH"
6711,variation,Summa_Plotter_Blade-sz04,,,,16.75,szNN+size-token,"NO MATCH"
672,product,"Cover Styl' AA15",,,,27.04,cover-styl-token,"NO MATCH"
681,product,"Cover Styl' AF03",,,,27.04,cover-styl-token,"NO MATCH"
685,product,"Cover Styl' AG20",,,,27.04,cover-styl-token,"NO MATCH"
687,product,"Cover Styl' AL11",,,,42.72,cover-styl-token,"NO MATCH"
688,product,"Cover Styl' AL14",,,,27.04,cover-styl-token,"NO MATCH"
689,product,"Cover Styl' AL15",AL15,"COVER STYL' AL15 DARK GOLD FABRIC 1220MM",41.25,42.72,cover-styl-token,"check price"
690,product,"Cover Styl' AL24",,,,27.04,cover-styl-token,"NO MATCH"
768,product,"Cover Styl' B3",,,,27.04,cover-styl-token,"NO MATCH"
770,product,"Cover Styl' B50",,,,27.04,cover-styl-token,"NO MATCH"
772,product,"Cover Styl' B6",,,,27.04,cover-styl-token,"NO MATCH"
839,product,"Cover Styl' D1",,,,27.04,cover-styl-token,"NO MATCH"
1021,product,"Cover Styl' K6",,,,19,cover-styl-token,"NO MATCH"
1123,product,"Cover Styl' M6",,,,19,cover-styl-token,"NO MATCH"
1125,product,"Cover Styl' M87",,,,19,cover-styl-token,"NO MATCH"
1159,product,"Cover Styl' NE51",,,,33.25,cover-styl-token,"NO MATCH"
1162,product,"Cover Styl' NE72",,,,27.04,cover-styl-token,"NO MATCH"
1165,product,"Cover Styl' NF06",,,,19,cover-styl-token,"NO MATCH"
1173,product,"Cover Styl' NH36",,,,33.25,cover-styl-token,"NO MATCH"
1316,product,"Cover Styl' Q2",,,,33.25,cover-styl-token,"NO MATCH"
1347,product,"Cover Styl' RM04",,,,19,cover-styl-token,"NO MATCH"
1350,product,"Cover Styl' RM29",,,,,cover-styl-token,"NO MATCH"
1497,product,"Cover Styl' U20",,,,33.25,cover-styl-token,"NO MATCH"
1504,product,"Cover Styl' W7",,,,33.25,cover-styl-token,"NO MATCH"
2019,product_variation,"Cover Styl' AA15-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2020,product_variation,"Cover Styl' AA15-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2023,product_variation,"Cover Styl' AF03-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2024,product_variation,"Cover Styl' AF03-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2031,product_variation,"Cover Styl' AG20-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2032,product_variation,"Cover Styl' AG20-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2035,product_variation,"Cover Styl' AL11-sz01",,,,42.72,cover-styl-token,"NO MATCH"
2036,product_variation,"Cover Styl' AL11-sz02",,,,1922.4,cover-styl-token,"NO MATCH"
2037,product_variation,"Cover Styl' AL14-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2038,product_variation,"Cover Styl' AL14-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2039,product_variation,"Cover Styl' AL15-sz01",AL15,"COVER STYL' AL15 DARK GOLD FABRIC 1220MM",41.25,42.72,cover-styl-token,"check price"
2040,product_variation,"Cover Styl' AL15-sz02",AL15,"COVER STYL' AL15 DARK GOLD FABRIC 1220MM",41.25,1922.4,cover-styl-token,"check price"
2041,product_variation,"Cover Styl' AL24-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2042,product_variation,"Cover Styl' AL24-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2103,product_variation,"Cover Styl' B3-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2104,product_variation,"Cover Styl' B3-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2107,product_variation,"Cover Styl' B50-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2108,product_variation,"Cover Styl' B50-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
2111,product_variation,"Cover Styl' B6-sz01",,,,27.04,cover-styl-token,"NO MATCH"
2112,product_variation,"Cover Styl' B6-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
3512,product_variation,"Cover Styl' D1-sz01",,,,27.04,cover-styl-token,"NO MATCH"
3513,product_variation,"Cover Styl' D1-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
3649,product_variation,"Cover Styl' K6-sz01",,,,19,cover-styl-token,"NO MATCH"
3650,product_variation,"Cover Styl' K6-sz02",,,,855,cover-styl-token,"NO MATCH"
3664,product_variation,"Cover Styl' M6-sz01",,,,19,cover-styl-token,"NO MATCH"
3665,product_variation,"Cover Styl' M6-sz02",,,,855,cover-styl-token,"NO MATCH"
3714,product_variation,"Cover Styl' NE51-sz01",,,,33.25,cover-styl-token,"NO MATCH"
3715,product_variation,"Cover Styl' NE51-sz02",,,,1496.25,cover-styl-token,"NO MATCH"
3720,product_variation,"Cover Styl' NE72-sz01",,,,27.04,cover-styl-token,"NO MATCH"
3721,product_variation,"Cover Styl' NE72-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
3725,product_variation,"Cover Styl' NF06-sz01",,,,19,cover-styl-token,"NO MATCH"
3726,product_variation,"Cover Styl' NF06-sz02",,,,855,cover-styl-token,"NO MATCH"
3741,product_variation,"Cover Styl' NH36-sz01",,,,33.25,cover-styl-token,"NO MATCH"
3742,product_variation,"Cover Styl' NH36-sz02",,,,1496.25,cover-styl-token,"NO MATCH"
4143,product_variation,"Cover Styl' Q2-sz01",,,,33.25,cover-styl-token,"NO MATCH"
4144,product_variation,"Cover Styl' Q2-sz02",,,,1496.25,cover-styl-token,"NO MATCH"
4168,product_variation,"Cover Styl' RM04-sz01",,,,19,cover-styl-token,"NO MATCH"
4169,product_variation,"Cover Styl' RM04-sz02",,,,855,cover-styl-token,"NO MATCH"
4496,product_variation,"Cover Styl' U20-sz01",,,,33.25,cover-styl-token,"NO MATCH"
4497,product_variation,"Cover Styl' U20-sz02",,,,1496.25,cover-styl-token,"NO MATCH"
4514,product_variation,"Cover Styl' W7-sz01",,,,33.25,cover-styl-token,"NO MATCH"
4515,product_variation,"Cover Styl' W7-sz02",,,,1496.25,cover-styl-token,"NO MATCH"
6562,product,"Cover Styl' CT35",,,,27.04,cover-styl-token,"NO MATCH"
6563,product_variation,"Cover Styl' CT35-sz01",,,,27.04,cover-styl-token,"NO MATCH"
6564,product_variation,"Cover Styl' CT35-sz02",,,,1216.8,cover-styl-token,"NO MATCH"
442,product,1,,,,11.56,plain+size-token,"NO MATCH"
447,product,100,,,,11.56,plain+size-token,"NO MATCH"
448,product,110,,,,11.56,plain+size-token,"NO MATCH"
504,product,13136,,,,19.48,plain+size-token,"NO MATCH"
509,product,13144S,,,,30.20,plain+size-token,"NO MATCH"
510,product,13145S,,,,30.20,plain+size-token,"NO MATCH"
518,product,180,,,,11.56,plain+size-token,"NO MATCH"
519,product,200,,,,11.56,plain+size-token,"NO MATCH"
520,product,210,,,,11.56,plain+size-token,"NO MATCH"
521,product,250,,,,11.56,plain+size-token,"NO MATCH"
522,product,310,,,,11.56,plain+size-token,"NO MATCH"
525,product,320,,,,11.56,plain+size-token,"NO MATCH"
531,product,400,,,,11.56,plain+size-token,"NO MATCH"
633,product,5510-010,,,,18.58,plain+size-token,"NO MATCH"
634,product,5510-070,,,,18.58,plain+size-token,"NO MATCH"
644,product,700,,,,11.56,plain+size-token,"NO MATCH"
645,product,730,,,,11.56,plain+size-token,"NO MATCH"
662,product,85K,,,,3.15,plain+size-token,"NO MATCH"
662,product,85K,,,,3.15,plain+size-token,"NO MATCH"
669,product,907,,,,119.20,plain+size-token,"NO MATCH"
692,product,12055,,,,6.90,plain+size-token,"NO MATCH"
699,product,18009,,,,2.25,plain+size-token,"NO MATCH"
700,product,18010,,,,2.40,plain+size-token,"NO MATCH"
701,product,18011,,,,3.40,plain+size-token,"NO MATCH"
702,product,18012,,,,5.00,plain+size-token,"NO MATCH"
703,product,18008,,,,2.10,plain+size-token,"NO MATCH"
704,product,18007,,,,1.90,plain+size-token,"NO MATCH"
705,product,18016,,,,0.70,plain+size-token,"NO MATCH"
706,product,18003,,,,3.70,plain+size-token,"NO MATCH"
707,product,18004,,,,4.40,plain+size-token,"NO MATCH"
708,product,18005,,,,5.90,plain+size-token,"NO MATCH"
709,product,18006,,,,8.60,plain+size-token,"NO MATCH"
710,product,18002,,,,3.40,plain+size-token,"NO MATCH"
711,product,18001,,,,3.15,plain+size-token,"NO MATCH"
712,product,18013,,,,13.50,plain+size-token,"NO MATCH"
713,product,18014,,,,14.30,plain+size-token,"NO MATCH"
714,product,18015,,,,16.90,plain+size-token,"NO MATCH"
715,product,18017,,,,17.40,plain+size-token,"NO MATCH"
720,product,S62,,,,240.00,plain+size-token,"NO MATCH"
720,product,S62,,,,240.00,plain+size-token,"NO MATCH"
720,product,S62,,,,240.00,plain+size-token,"NO MATCH"
747,product,EL300,,,,5.85,plain+size-token,"NO MATCH"
747,product,EL300,,,,5.85,plain+size-token,"NO MATCH"
747,product,EL300,,,,5.85,plain+size-token,"NO MATCH"
765,product,ATP-GP412,,,,236.10,plain+size-token,"NO MATCH"
779,product,BBL920,,,,21.70,plain+size-token,"NO MATCH"
782,product,BLUEMAX,,,,9.90,plain+size-token,"NO MATCH"
783,product,EFX,,,,5.62,plain+size-token,"NO MATCH"
787,product,BT300,,,,419.56,plain+size-token,"NO MATCH"
809,product,8004,,,,202.60,plain+size-token,"NO MATCH"
835,product,1023,,,,7.04,plain+size-token,"NO MATCH"
835,product,1023,,,,7.04,plain+size-token,"NO MATCH"
841,product,9050,,,,8.99,plain+size-token,"NO MATCH"
854,product,42050,,,,9.32,plain+size-token,"NO MATCH"
858,product,44250,,,,25.90,plain+size-token,"NO MATCH"
869,product,PTF,,,,9.96,plain+size-token,"NO MATCH"
869,product,PTF,,,,9.96,plain+size-token,"NO MATCH"
869,product,PTF,,,,9.96,plain+size-token,"NO MATCH"
887,product,DFP33,DFP331370,"ASLAN DFP33 PRINT&GO FLOOR VINYL R9 MATT WHITE 1370MM X 25M",204,155.00,plain+unique-prefix,"check price"
917,product,DJ200,,,,153.50,plain+size-token,"NO MATCH"
947,product,FF410,,,,221.90,plain+size-token,"NO MATCH"
947,product,FF410,,,,221.90,plain+size-token,"NO MATCH"
948,product,FF550,,,,503.80,plain+size-token,"NO MATCH"
953,product,1895,,,,10.48,plain+size-token,"NO MATCH"
960,product,FF480,,,,277.70,plain+size-token,"NO MATCH"
961,product,FF490,,,,60.90,plain+size-token,"NO MATCH"
962,product,FF540,,,,55.86,plain+size-token,"NO MATCH"
989,product,G09V,,,,13.55,plain+size-token,"NO MATCH"
992,product,804,,,,438.70,plain+size-token,"NO MATCH"
994,product,61SL,,,,8.10,plain+size-token,"NO MATCH"
1005,product,4625,,,,10.83,plain+size-token,"NO MATCH"
1005,product,4625,,,,10.83,plain+size-token,"NO MATCH"
1008,product,4010,,,,12.99,plain+size-token,"NO MATCH"
1008,product,4010,,,,12.99,plain+size-token,"NO MATCH"
1009,product,4030,,,,9.96,plain+size-token,"NO MATCH"
1009,product,4030,,,,9.96,plain+size-token,"NO MATCH"
1010,product,4036,,,,7.04,plain+size-token,"NO MATCH"
1010,product,4036,,,,7.04,plain+size-token,"NO MATCH"
1070,product,3019,,,,51.99,plain+size-token,"NO MATCH"
1072,product,GLO,,,,10.70,plain+size-token,"NO MATCH"
1135,product,21004,,,,19.07,plain+size-token,"NO MATCH"
1192,product,AK-1,,,,5.90,plain+size-token,"NO MATCH"
1193,product,XA1,,,,4.90,plain+size-token,"NO MATCH"
1199,product,SAC-1,,,,7.30,plain+size-token,"NO MATCH"
1200,product,SAB-10,,,,4.00,plain+size-token,"NO MATCH"
1206,product,AK-4,,,,11.50,plain+size-token,"NO MATCH"
1207,product,SVR-2,,,,6.90,plain+size-token,"NO MATCH"
1210,product,RTY-2/DX,,,,15.70,plain+size-token,"NO MATCH"
1211,product,RB-45,,,,34.60,plain+size-token,"NO MATCH"
1280,product,PTAS,,,,4.26,plain+size-token,"NO MATCH"
1280,product,PTAS,,,,4.26,plain+size-token,"NO MATCH"
1280,product,PTAS,,,,4.26,plain+size-token,"NO MATCH"
1294,product,3390,,,,11.50,plain+size-token,"NO MATCH"
1300,product,21005,,,,31.14,plain+size-token,"NO MATCH"
1307,product,P20,,,,233.90,plain+size-token,"NO MATCH"
1307,product,P20,,,,233.90,plain+size-token,"NO MATCH"
1308,product,PF2,,,,203.90,plain+size-token,"NO MATCH"
1308,product,PF2,,,,203.90,plain+size-token,"NO MATCH"
1321,product,RGF,,,,18.80,plain+size-token,"NO MATCH"
1336,product,RJ100CLEAR,,,,183.50,plain+size-token,"NO MATCH"
1343,product,S41,,,,244.50,plain+size-token,"NO MATCH"
1343,product,S41,,,,244.50,plain+size-token,"NO MATCH"
1344,product,S64,,,,19.04,plain+size-token,"NO MATCH"
1344,product,S64,,,,19.04,plain+size-token,"NO MATCH"
1345,product,S66,,,,7.00,plain+size-token,"NO MATCH"
1345,product,S66,,,,7.00,plain+size-token,"NO MATCH"
1359,product,8016,,,,22.25,plain+size-token,"NO MATCH"
1360,product,ROLL,,,,343.70,plain+size-token,"NO MATCH"
1366,product,S68,,,,11.74,plain+size-token,"NO MATCH"
1366,product,S68,,,,11.74,plain+size-token,"NO MATCH"
1422,product,PTA,,,,8.52,plain+size-token,"NO MATCH"
1422,product,PTA,,,,8.52,plain+size-token,"NO MATCH"
1422,product,PTA,,,,8.52,plain+size-token,"NO MATCH"
1427,product,12003,,,,3.00,plain+size-token,"NO MATCH"
1428,product,"SC05 / SC35 / SC50",,,,9.30,plain+size-token,"NO MATCH"
1437,product,8470,,,,9.88,plain+size-token,"NO MATCH"
1443,product,SS100,,,,9.30,plain+size-token,"NO MATCH"
1451,product,"No: 10A Blades",,,,14.80,plain+size-token,"NO MATCH"
1452,product,"No: 11 Blades",,,,14.80,plain+size-token,"NO MATCH"
1453,product,"No: 2ACM Blades",,,,2.70,plain+size-token,"NO MATCH"
1454,product,"No: 2ACM Handle",,,,6.10,plain+size-token,"NO MATCH"
1455,product,"No: 3 Handle",,,,6.40,plain+size-token,"NO MATCH"
1456,product,"No: 5 Handle",,,,10.30,plain+size-token,"NO MATCH"
1481,product,1004,,,,22.88,plain+size-token,"NO MATCH"
1481,product,1004,,,,22.88,plain+size-token,"NO MATCH"
1510,product,CHI,,,,16.90,plain+size-token,"NO MATCH"
1520,product_variation,9052-1260mmx10m,,,,129.30,plain+size-token,"NO MATCH"
1521,product_variation,9052-1000mmWide,,,,11.47,plain+size-token,"NO MATCH"
1534,product_variation,390025-25mmx50m,,,,4.66,plain+size-token,"NO MATCH"
1535,product_variation,390025-50mmx50m,,,,9.32,plain+size-token,"NO MATCH"
1545,product_variation,4035-500mmWidth,,,,8.57,plain+size-token,"NO MATCH"
1546,product_variation,4035-750mmWidth,,,,12.86,plain+size-token,"NO MATCH"
1576,product_variation,9052-Matt-1000mmWide,,,,11.47,plain+size-token,"NO MATCH"
5182,product_variation,STX11,,,,1130,plain+size-token,"NO MATCH"
5183,product_variation,STX16,,,,1450,plain+size-token,"NO MATCH"
5184,product_variation,STX20,,,,1720,plain+size-token,"NO MATCH"
5185,product,XF,,,,2250,plain+size-token,"NO MATCH"
6479,product,12056,,,,4.1,plain+size-token,"NO MATCH"
6480,product,13142S,,,,30.2,plain+size-token,"NO MATCH"
6481,product,13142SPET_Aurora,,,,33.68,plain+size-token,"NO MATCH"
6482,product,13143S,,,,30.2,plain+size-token,"NO MATCH"
6483,product,13143SPET_Alpha,,,,33,plain+size-token,"NO MATCH"
6513,product,900EMT1220,,,,120.3,plain+size-token,"NO MATCH"
6521,product,903C1220,,,,115.8,plain+size-token,"NO MATCH"
6522,product,BN-20_Digital_Artist_Canvas,,,,53.7,plain+size-token,"NO MATCH"
6523,product,BN-20_Digital_Banner_440gsm,,,,39.1,plain+size-token,"NO MATCH"
6524,product,BN-20_Digital_Canvas,,,,40.25,plain+size-token,"NO MATCH"
6525,product,BN-20_Digital_Laminate_3YEAR,,,,57.4,plain+size-token,"NO MATCH"
6526,product,BN-20_Digital_Laminate_7YEAR,,,,77.2,plain+size-token,"NO MATCH"
6527,product,BN-20_Digital_Poster_Paper,,,,46.6,plain+size-token,"NO MATCH"
6528,product,BN-20_Digital_Vinyl_4YEARGLOSS,,,,57.4,plain+size-token,"NO MATCH"
6529,product,BN-20_Digital_Vinyl_4YEARMATT,,,,57.4,plain+size-token,"NO MATCH"
6530,product,BN-20_Digital_Vinyl_7YEAR,,,,77.2,plain+size-token,"NO MATCH"
6531,product,BN-20_Digital_Vinyl_High_Tack,,,,110.25,plain+size-token,"NO MATCH"
6532,product,BN-20_Digital_Wall_Art_Vinyl,,,,100,plain+size-token,"NO MATCH"
6533,product,BN-20_Digital_Wall_Wrap,,,,76.9,plain+size-token,"NO MATCH"
6537,product,Banner_Bungees_Black,,,,6.84,plain+size-token,"NO MATCH"
6540,product,Banner_Hemming_Tape,,,,12.73,plain+size-token,"NO MATCH"
6568,product,DF465_025,,,,12.73,plain+size-token,"NO MATCH"
6600,product,Foamed_PVC_5mm,,,,4.2,plain+size-token,"NO MATCH"
6620,product,Mutoh_Smart_Knives,,,,12.5,plain+size-token,"NO MATCH"
6620,product,Mutoh_Smart_Knives,,,,25,plain+size-token,"NO MATCH"
6627,product,Orajet_3164,,,,81.3,plain+size-token,"NO MATCH"
6627,product,Orajet_3164,,,,146.4,plain+size-token,"NO MATCH"
6627,product,Orajet_3164,,,,185,plain+size-token,"NO MATCH"
6665,product,White_Static_Cling_0685,,,,2.18,plain+size-token,"NO MATCH"
6666,product,White_Static_Cling_1370,,,,4.36,plain+size-token,"NO MATCH"
6673,product_variation,Aslan-Glassline-Colour-Cards,,,,1.5,plain+size-token,"NO MATCH"
6674,product_variation,Aslan-Glassline-Pocket-Swatch,,,,5,plain+size-token,"NO MATCH"
6675,product_variation,Aslan-MetalEffect-Colour-Cards,,,,1.5,plain+size-token,"NO MATCH"
6676,product_variation,Aslan-MetalEffect-Pocket-Swatch,,,,5,plain+size-token,"NO MATCH"
6681,product_variation,Ri-Mark-Event-Colour-Cards,,,,2.5,plain+size-token,"NO MATCH"
6682,product_variation,Ri-Mark-Event-Colour-Pocket-Swatch,,,,5,plain+size-token,"NO MATCH"
6683,product_variation,Ri-Mark-Optima-Colour-Cards,,,,2.5,plain+size-token,"NO MATCH"
6684,product_variation,Ri-Mark-Optima-Colour-Pocket-Swatch,,,,5,plain+size-token,"NO MATCH"
6685,product_variation,Ri-Mark-Platinum-Colour-Cards,,,,2.5,plain+size-token,"NO MATCH"
6686,product_variation,Ri-Mark-Platinum-Colour-Pocket-Swatch,,,,5,plain+size-token,"NO MATCH"
6687,product_variation,SALE_Digital_Print_Film_Enviroprint_1370,,,,95,plain+size-token,"NO MATCH"
6688,product_variation,SALE_Digital_Print_Vinyl_DFP33_1370,,,,155,plain+size-token,"NO MATCH"
6689,product_variation,SALE_Digital_Print_Fabric_Digi-Fab_610,,,,36.5,plain+size-token,"NO MATCH"
6690,product_variation,SALE_Digital_Print_Vinyl_SAV150G_1520,,,,65,plain+size-token,"NO MATCH"
6691,product_variation,SALE_Digital_Print_Vinyl_SAV150M_1118,,,,45,plain+size-token,"NO MATCH"
6692,product_variation,SALE_7550,,,,3.9,plain+size-token,"NO MATCH"
6693,product_variation,SALE_ST492,,,,2.8,plain+size-token,"NO MATCH"
6694,product_variation,SALE_ENVIRO_LAM_MATT_1370,,,,75,plain+size-token,"NO MATCH"
6695,product_variation,SALE_Laminate_Boss_Gloss_1300,,,,85,plain+size-token,"NO MATCH"
6696,product_variation,SALE_Laminate_Essential_Floor_1300,,,,85,plain+size-token,"NO MATCH"
6697,product_variation,SALE_Laminate_Essential_Floor_880,,,,60,plain+size-token,"NO MATCH"
6698,product_variation,SALE_Laminate_Essential_Gloss_1520,,,,55.5,plain+size-token,"NO MATCH"
6699,product_variation,SALE_7667_1220,,,,48.5,plain+size-token,"NO MATCH"
6700,product_variation,SALE_FF550_1010,,,,220,plain+size-token,"NO MATCH"
6701,product_variation,SALE_FF550_1370_2,,,,30,plain+size-token,"NO MATCH"
6702,product_variation,SALE_FF550_1370_3,,,,45,plain+size-token,"NO MATCH"
6703,product_variation,SALE_SC436_1260,,,,25,plain+size-token,"NO MATCH"
6704,product_variation,SALE_SC447_1260,,,,25,plain+size-token,"NO MATCH"
6705,product_variation,SALE_SW2P,,,,45.5,plain+size-token,"NO MATCH"
6706,product_variation,SALE_WBL995_1370,,,,50.25,plain+size-token,"NO MATCH"
6707,product_variation,SALE_WBL998_1370,,,,52.75,plain+size-token,"NO MATCH"
