"id","form","app","section","name","description","required","type","typeparam","defaultvalue","maxlength","fieldorder","custominclude"
"ecom.guestco.emailnew1","ecom.guestco","ecom","Email Address","Email Address","","1","TEXTBOX-REG","","{SESSION:email}","150","1",""
"ecom.guestco.emailnew2","ecom.guestco","ecom","Email Address","Email Address (Confirm Entry)","","1","TEXTBOX-REG","","{SESSION:email}","150","2",""
"ecom.guestco.fname","ecom.guestco","ecom","Contact Information","First Name","","1","TEXTBOX-REG","","{SESSION:fname}","150","3",""
"ecom.guestco.lname","ecom.guestco","ecom","Contact Information","Last Name","","1","TEXTBOX-REG","","{SESSION:lname}","150","4",""
"ecom.guestco.phone","ecom.guestco","ecom","Contact Information","Telephone Number","","1","TEXTBOX-REG","","{SESSION:phone}","150","6",""
"ecom.guestco.postalcode","ecom.guestco","ecom","Billing Address","Post Code","","1","TEXTBOX-REG","","{SESSION:postalcode}","20","13",""
"ecom.guestco.rescom","ecom.guestco","ecom","Billing Address","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","{SESSION:rescom}","0","14",""
"ecom.guestco.stateprov","ecom.guestco","ecom","Billing Address","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","1","TEXTBOX-REG","","{SESSION:stateprov}","0","11","core:formfield_stateprov.php"
"ecom.guestco.termsandconditions","ecom.guestco","ecom","Terms and Conditions","Terms and Conditions Agreement","<p>When you agree to the Terms and Conditions, you consent to our use of your personal information to provide you services and products as requested. To see how to control your personal data, please see our Privacy Policy.</p>","1","CHECKBOX-CUSTOM","core.termsandconditions","","0","850",""
"ecom.guestco.verify","ecom.guestco","ecom","Image Verification","Image Verification","","1","CAPTCHA","","","0","900",""
"ecom.guestcoship.addone","ecom.guestcoship","ecom","Billing Address","Address: Line 1","","1","TEXTBOX-REG","","{SESSION:addone}","150","200",""
"ecom.guestcoship.addtwo","ecom.guestcoship","ecom","Billing Address","Address: Line 2","","0","TEXTBOX-REG","","{SESSION:addtwo}","150","210",""
"ecom.guestcoship.billshipadd","ecom.guestcoship","ecom","Delivery Address Selection","Billing or Delivery Address","","1","SELECT-CUSTOM","core.billshipadd","BILL","0","400",""
"ecom.guestcoship.city","ecom.guestcoship","ecom","Billing Address","City","","1","TEXTBOX-REG","","{SESSION:city}","150","220",""
"ecom.guestcoship.company","ecom.guestcoship","ecom","Billing Contact Information","Company Name","","0","TEXTBOX-REG","","{SESSION:company}","150","140",""
"ecom.guestcoship.country","ecom.guestcoship","ecom","Billing Address","Country","","1","TEXTBOX-REG","","{SESSION:country}","0","240","core:formfield_country.php"
"ecom.guestcoship.emaillist","ecom.guestcoship","ecom","Stay Connected","Email List","","0","CHECKBOX-CUSTOM","core.emaillist","","0","800",""
"ecom.guestcoship.emailnew1","ecom.guestcoship","ecom","Email Address","Email Address","","1","TEXTBOX-REG","","{SESSION:email}","150","100",""
"ecom.guestcoship.emailnew2","ecom.guestcoship","ecom","Email Address","Email Address (Confirm Entry)","","1","TEXTBOX-REG","","{SESSION:email}","150","110",""
"ecom.guestcoship.fname","ecom.guestcoship","ecom","Billing Contact Information","First Name","","1","TEXTBOX-REG","","{SESSION:fname}","150","120",""
"ecom.guestcoship.lname","ecom.guestcoship","ecom","Billing Contact Information","Last Name","","1","TEXTBOX-REG","","{SESSION:lname}","150","130",""
"ecom.guestcoship.phone","ecom.guestcoship","ecom","Billing Contact Information","Telephone Number","","1","TEXTBOX-REG","","{SESSION:phone}","150","150",""
"ecom.guestcoship.postalcode","ecom.guestcoship","ecom","Billing Address","Post Code","","1","TEXTBOX-REG","","{SESSION:postalcode}","20","250",""
"ecom.guestcoship.rescom","ecom.guestcoship","ecom","Billing Address","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","{SESSION:rescom}","0","260",""
"ecom.guestcoship.shipaddone","ecom.guestcoship","ecom","Delivery Address","Address: Line 1","","0","TEXTBOX-REG","","","150","530",""
"ecom.guestcoship.shipaddtwo","ecom.guestcoship","ecom","Delivery Address","Address: Line 2","","0","TEXTBOX-REG","","","150","540",""
"ecom.guestcoship.shipcity","ecom.guestcoship","ecom","Delivery Address","City","","0","TEXTBOX-REG","","","150","550",""
"ecom.guestcoship.shipcompany","ecom.guestcoship","ecom","Delivery Contact Information","Company Name","","0","TEXTBOX-REG","","","150","520",""
"ecom.guestcoship.shipcountry","ecom.guestcoship","ecom","Delivery Address","Country","","0","TEXTBOX-REG","","","0","570","core:formfield_countryship.php"
"ecom.guestcoship.shipfname","ecom.guestcoship","ecom","Delivery Contact Information","First Name","","0","TEXTBOX-REG","","","150","500",""
"ecom.guestcoship.shiplname","ecom.guestcoship","ecom","Delivery Contact Information","Last Name","","0","TEXTBOX-REG","","","150","510",""
"ecom.guestcoship.shipphone","ecom.guestcoship","ecom","Delivery Contact Information","Telephone Number","","0","TEXTBOX-REG","","","150","525",""
"ecom.guestcoship.shippostalcode","ecom.guestcoship","ecom","Delivery Address","Post Code","","0","TEXTBOX-REG","","","20","580",""
"ecom.guestcoship.shiprescom","ecom.guestcoship","ecom","Delivery Address","Residential/Commercial","","0","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","590",""
"ecom.guestcoship.shipstateprov","ecom.guestcoship","ecom","Delivery Address","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","0","TEXTBOX-REG","","","0","560","core:formfield_stateprovship.php"
"ecom.guestcoship.stateprov","ecom.guestcoship","ecom","Billing Address","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","1","TEXTBOX-REG","","{SESSION:stateprov}","0","230","core:formfield_stateprov.php"
"ecom.guestcoship.termsandconditions","ecom.guestcoship","ecom","Terms and Conditions","Terms and Conditions Agreement","<p>When you agree to the Terms and Conditions, you consent to our use of your personal information to provide you services and products as requested. To see how to control your personal data, please see our Privacy Policy.</p>","1","CHECKBOX-CUSTOM","core.termsandconditions","","0","850",""
"ecom.guestcoship.verify","ecom.guestcoship","ecom","Image Verification","Image Verification","","1","CAPTCHA","","","0","900",""
"ecom.notifystock.email","ecom.notifystock","ecom","Email Address","Your Email Address","","1","TEXTBOX-REG","","{SESSION:email}","150","1",""
"ecom.notifystock.verify","ecom.notifystock","ecom","Image Verification","Image Verification","","1","CAPTCHA","","","0","900",""
"ecom.onlineorderlookup.email","ecom.onlineorderlookup","ecom","Order Information","Email Address","","1","TEXTBOX-REG","","{SESSION:email}","150","10",""
"ecom.onlineorderlookup.orderid","ecom.onlineorderlookup","ecom","Order Information","Order Number","","1","TEXTBOX-REG","","","150","10",""
"ecom.orderman_markpaid.acctsyslogged","ecom.orderman_markpaid","ecom","Payment Information","Accounting System Record Status","Check the box below if this payment has already been recorded in an accounting system.  Checking the box below will prevent the payment from being exported, creating a double-payment.","0","CHECKBOX-CUSTOM","ecom.markpaid_acctsyslogged","","0","5",""
"ecom.orderman_markpaid.amount","ecom.orderman_markpaid","ecom","Payment Information","Payment Amount","Enter a payment amount for this order which does not exceed the order balance.","1","TEXTBOX-REG","","0.00","0","1",""
"ecom.orderman_markpaid.cctype","ecom.orderman_markpaid","ecom","Payment Information","Credit / Payment Card Type","If you choose a Credit Card / Payment Card payment method for the Payment Method, select the card type.  This selection is optional, and is applicable only for Credit Card / Payment Card payment method.","0","SELECT-CUSTOM","ecom.orderman_cctype","","0","3",""
"ecom.orderman_markpaid.paymethod","ecom.orderman_markpaid","ecom","Payment Information","Payment Method","Select the method used to make this payment.  If this is the first payment made for the order, the order payment method will be updated.","1","SELECT-TABLE","SELECT {COLS} FROM ecom_gateway WHERE (postorder=1 AND id<>'paypalproe' AND id<>'refundbal' AND id<>'zerobal' AND id NOT LIKE 'channelxmod%') OR id='check'","nopay","0","2",""
"ecom.orderman_markpaid.reference","ecom.orderman_markpaid","ecom","Payment Information","Payment Reference","Enter a reference or transaction number for this payment, if applicable.  Example: Enter check number.","0","TEXTBOX-REG","","","150","4",""
"ecom.orderman_markpaid.sendemail","ecom.orderman_markpaid","ecom","Mail Messages","Order Payment Applied Mail Message","Check the box below to send an order payment applied mail message to the customer for this payment.","0","CHECKBOX-CUSTOM","ecom.markpaid_sendemail","1","0","6",""
"ecom.orderman_piichange.addone","ecom.orderman_piichange","ecom","Address","Address: Line 1","","1","TEXTBOX-REG","","","150","60",""
"ecom.orderman_piichange.addtwo","ecom.orderman_piichange","ecom","Address","Address: Line 2","","0","TEXTBOX-REG","","","150","70",""
"ecom.orderman_piichange.city","ecom.orderman_piichange","ecom","Address","City","","1","TEXTBOX-REG","","","150","80",""
"ecom.orderman_piichange.company","ecom.orderman_piichange","ecom","Contact Information","Company Name","","0","TEXTBOX-REG","","","150","50",""
"ecom.orderman_piichange.country","ecom.orderman_piichange","ecom","Address","Country","","1","SELECT-TABLE","SELECT {COLS} FROM core_country WHERE usedel='1'","","0","100",""
"ecom.orderman_piichange.fname","ecom.orderman_piichange","ecom","Contact Information","First Name","","1","TEXTBOX-REG","","","150","30",""
"ecom.orderman_piichange.lname","ecom.orderman_piichange","ecom","Contact Information","Last Name","","1","TEXTBOX-REG","","","150","40",""
"ecom.orderman_piichange.phone","ecom.orderman_piichange","ecom","Contact Information","Telephone Number","","1","TEXTBOX-REG","","","20","45",""
"ecom.orderman_piichange.postalcode","ecom.orderman_piichange","ecom","Address","Post Code","","1","TEXTBOX-REG","","","20","110",""
"ecom.orderman_piichange.rescom","ecom.orderman_piichange","ecom","Address","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","120",""
"ecom.orderman_piichange.stateprov","ecom.orderman_piichange","ecom","Address","Region","","1","SELECT-TABLE","SELECT {COLS} FROM core_stateprov WHERE usedel='1'","","0","90",""
"ecom.orderman_sendmails.messages","ecom.orderman_sendmails","ecom","Order Mail Messages","Order Mail Messages","Select at least one order mail message below to send.","1","CHECKBOX-CUSTOM","ecom.orderman_sendmails","","0","1",""
"ecom.orderman_sendmails.note","ecom.orderman_sendmails","ecom","Mail Message Note","Mail Message Note","Enter an optional note to be added to the top of the mail message(s) when sent.","0","TEXTAREA-SMALL","ecom.orderman_sendmails","","0","2",""
"ecom.orderman_shipaddchange.addone","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Address: Line 1","","1","TEXTBOX-REG","","","150","15",""
"ecom.orderman_shipaddchange.addtwo","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Address: Line 2","","0","TEXTBOX-REG","","","150","16",""
"ecom.orderman_shipaddchange.city","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","City","","1","TEXTBOX-REG","","","150","17",""
"ecom.orderman_shipaddchange.company","ecom.orderman_shipaddchange","ecom","Delivery Address: Contact","Company Name","","0","TEXTBOX-REG","","","150","14",""
"ecom.orderman_shipaddchange.country","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Country","","1","SELECT-TABLE","SELECT {COLS} FROM core_country WHERE usedel='1'","","0","19",""
"ecom.orderman_shipaddchange.fname","ecom.orderman_shipaddchange","ecom","Delivery Address: Contact","First Name","","1","TEXTBOX-REG","","","150","12",""
"ecom.orderman_shipaddchange.lname","ecom.orderman_shipaddchange","ecom","Delivery Address: Contact","Last Name","","1","TEXTBOX-REG","","","150","13",""
"ecom.orderman_shipaddchange.modemail","ecom.orderman_shipaddchange","ecom","Mail Messages","Order Modified Mail Message","Select to send an order modification mail message to the customer for this change.","0","CHECKBOX-CUSTOM","ecom.orderman_shipchangemodemail","1","0","30",""
"ecom.orderman_shipaddchange.orderitems","ecom.orderman_shipaddchange","ecom","Order Items","Order Items","Select the order items for which this shipping address change is to be applied.","1","TEXTAREA-REG","","","0","11",""
"ecom.orderman_shipaddchange.phone","ecom.orderman_shipaddchange","ecom","Delivery Address: Contact","Telephone Number","","1","TEXTBOX-REG","","","20","45",""
"ecom.orderman_shipaddchange.postalcode","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Post Code","","1","TEXTBOX-REG","","","20","20",""
"ecom.orderman_shipaddchange.rescom","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","0","21",""
"ecom.orderman_shipaddchange.stateprov","ecom.orderman_shipaddchange","ecom","Delivery Address: Location","Region","","1","SELECT-TABLE","SELECT {COLS} FROM core_stateprov WHERE usedel='1'","","0","18",""
"ecom.orderman_shipmethodchange.method","ecom.orderman_shipmethodchange","ecom","Delivery Method","Delivery Method","Enter a new delivery method to be used for the selected items.","1","TEXTBOX-REG","","","150","2",""
"ecom.orderman_shipmethodchange.modemail","ecom.orderman_shipmethodchange","ecom","Mail Messages","Order Modified Mail Message","Select to send an order modification mail message to the customer for this change.","0","CHECKBOX-CUSTOM","ecom.orderman_shipchangemodemail","1","0","20",""
"ecom.orderman_shipmethodchange.orderitems","ecom.orderman_shipmethodchange","ecom","Order Items","Order Items","Select the order items for which this shipping method change is to be applied.","1","TEXTAREA-REG","","","0","1",""
"ecom.orderman_shiptotalchange.modemail","ecom.orderman_shiptotalchange","ecom","Mail Messages","Order Modified Mail Message","Select to send an order modification mail message to the customer for this change.","0","CHECKBOX-CUSTOM","ecom.orderman_shipchangemodemail","1","0","20",""
"ecom.orderman_shiptotalchange.shippingmemo","ecom.orderman_shiptotalchange","ecom","Mail Messages","Delivery Memo","Enter a memo to be displayed with the delivery total for this order.","0","TEXTAREA-SMALL","","","0","30",""
"ecom.orderman_shiptotalchange.shiptotal","ecom.orderman_shiptotalchange","ecom","Delivery Total","Delivery Total","Enter a new delivery total for this order.  The current delivery total is pre-filled.  The amount you enter must be greater than the current delivery total.","1","TEXTBOX-REG","","","150","1",""
"ecom.orderman_splitcomp.modemail","ecom.orderman_splitcomp","ecom","Mail Messages","Order Modified and Order Confirmation Mail Messages","Select to send mail messages to the customer for this change.  The customer will receive an order modification message for this order, and an order confirmation for the newly created order.","0","CHECKBOX-CUSTOM","ecom.orderman_splitcompemail","1","0","20",""
"ecom.orderman_splitcomp.orderitems","ecom.orderman_splitcomp","ecom","Incomplete Order Items","Incomplete Order Items","Select the incomplete items in this order which you would like to move to a new order.","1","TEXTAREA-REG","","","0","1",""
"ecom.paypalsfprocexp.email","ecom.paypalsfprocexp","ecom","Account Information","Email Address (PayPal Account)","Enter your email address.","1","TEXTBOX-REG","","","150","2",""
"ecom.paypalsfprocexp.gate","ecom.paypalsfprocexp","ecom","Hidden","Gateway ID","","1","HIDDEN-REG","","paypalexp","150","1",""
"ecom.paypalsfprocpro.gate","ecom.paypalsfprocpro","ecom","Hidden","Gateway ID","","1","HIDDEN-REG","","paypalpro","150","1",""
"ecom.paypalsfprocpro.keyfile","ecom.paypalsfprocpro","ecom","Account Information","API Keyfile Contents","The contents of the API key file you downloaded from PayPal (cert_key_pem.txt) need to be entered into the field below. This key file should be associated with the API Password you enter on this page.","1","TEXTAREA-REG","","","0","4",""
"ecom.paypalsfprocpro.password","ecom.paypalsfprocpro","ecom","Account Information","API Login: User Password","Enter your PayPal Website Payments Pro API password that you selected for your API username.","1","TEXTBOX-PASS","","","150","3",""
"ecom.paypalsfprocpro.username","ecom.paypalsfprocpro","ecom","Account Information","API Login: Username","Enter your PayPal Website Payments Pro API username that was provided to you by PayPal.","1","TEXTBOX-REG","","","150","2",""
"ecom.paypalsfprocstd.email","ecom.paypalsfprocstd","ecom","Account Information","Email Address (PayPal Account)","Enter your email address.","1","TEXTBOX-REG","","","150","2",""
"ecom.paypalsfprocstd.gate","ecom.paypalsfprocstd","ecom","Hidden","Gateway ID","","1","HIDDEN-REG","","paypalpp","150","1",""
"ecom.prodsearch.pricemax","ecom.prodsearch","ecom","Price Range","Maximum Price","","0","TEXTBOX-REG","","","10","5",""
"ecom.prodsearch.pricemin","ecom.prodsearch","ecom","Price Range","Minimum Price","","0","TEXTBOX-REG","","0.00","10","4",""
"ecom.prodsearch.resultspp","ecom.prodsearch","ecom","Advanced Search Criteria","Results per Page","","0","SELECT-CUSTOM","ecom.proddisppg","10","0","3",""
"ecom.prodsearch.string","ecom.prodsearch","ecom","Advanced Search Criteria","Search Term","","0","TEXTBOX-REG","","","50","1",""
"ecom.prodsearch.type","ecom.prodsearch","ecom","Advanced Search Criteria","Search Type","","0","SELECT-CUSTOM","ecom.searchtypes","ALL","0","2",""
"ecom.purchordman_close.messages","ecom.purchordman_close","ecom","Vendor Mail Message","Vendor Mail Message","Check the box below to send a cancellation mail message to the vendor.","0","CHECKBOX-CUSTOM","ecom.purchordman_close","","0","1",""
"ecom.purchordman_sendmails.messages","ecom.purchordman_sendmails","ecom","Vendor Mail Message","Vendor Mail Message","Ensure the correct mail message is selected below.","1","RADIO-CUSTOM","ecom.purchordman_sendmails","","0","1",""
"ecom.reviews.email","ecom.reviews","ecom","Rate and Review Item","Email Address","","1","TEXTBOX-REG","","","150","2",""
"ecom.reviews.nickname","ecom.reviews","ecom","Rate and Review Item","Nickname","","1","TEXTBOX-REG","","","50","1",""
"ecom.reviews.rating","ecom.reviews","ecom","Ratings","Rating - Overall","","1","SELECT-CUSTOM","ecom.reviewsrating","5","0","4",""
"ecom.reviews.ratingquality","ecom.reviews","ecom","Ratings","Rating - Quality","","1","SELECT-CUSTOM","ecom.reviewsrating","5","0","5",""
"ecom.reviews.ratingvalue","ecom.reviews","ecom","Ratings","Rating - Value","","1","SELECT-CUSTOM","ecom.reviewsrating","5","0","6",""
"ecom.reviews.review","ecom.reviews","ecom","Reviews","Review - Overall","","1","TEXTAREA-SMALL","","","0","7",""
"ecom.reviews.reviewcons","ecom.reviews","ecom","Reviews","Review - Cons (Optional)","","0","TEXTBOX-REG","","","250","9",""
"ecom.reviews.reviewpros","ecom.reviews","ecom","Reviews","Review - Pros (Optional)","","0","TEXTBOX-REG","","","250","8",""
"ecom.reviews.subject","ecom.reviews","ecom","Rate and Review Item","Review Subject","","1","TEXTBOX-REG","","","50","3",""
"ecom.reviews.verify","ecom.reviews","ecom","Image Verification","Image Verification","","1","CAPTCHA","","","0","900",""
"ecom.shipestimator.country","ecom.shipestimator","ecom","Shipping Estimator","Country","","1","TEXTBOX-REG","","{SESSION:ecom.shipestimator_country}","0","2","core:formfield_countryship.php"
"ecom.shipestimator.postalcode","ecom.shipestimator","ecom","Shipping Estimator","Post Code","","1","TEXTBOX-REG","","{SESSION:ecom.shipestimator_postalcode}","20","3",""
"ecom.shipestimator.rescom","ecom.shipestimator","ecom","Shipping Estimator","Residential/Commercial","","1","SELECT-TABLE","SELECT {COLS} FROM core_rescom","{SESSION:ecom.shipestimator_rescom}","0","4",""
"ecom.shipestimator.stateprov","ecom.shipestimator","ecom","Shipping Estimator","Region","Select your region.  Select Not Applicable if you reside in a country that does not have counties.","1","TEXTBOX-REG","","{SESSION:ecom.shipestimator_stateprov}","0","1","core:formfield_stateprovship.php"
