"id","app","namespace","name","pointer","funcparams","active","interface","type","groupallow","groupdeny","backendgroup","backendmenudisp","disprecback","becommon","demoallow","seourl"
"ecom.manageordersf","ecom","manageordersf","Future Orders","ECOM_OrderMan::manageorders()","FUTUREORDERS","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersppc","ecom","manageordersppc","Payment Required","ECOM_OrderMan::manageorders()","UNPAID","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersppr","ecom","manageordersppr","Pending Processing","ECOM_OrderMan::manageorders()","PENDPROCESSING","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersr","ecom","manageordersr","Review Required","ECOM_OrderMan::manageorders()","REVIEWREQUIRED","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageorderst","ecom","manageorderst","Tagged Orders","ECOM_OrderMan::manageorders()","TAGGEDORDERS","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersv","ecom","manageordersv","Active - Servicing","ECOM_OrderMan::manageorders()","SERVICING","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.manageordersx","ecom","manageordersx","Pending and Cancelled","ECOM_OrderMan::manageorders()","PENDCANCEL","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.managepo","ecom","managepo","Options","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_prodoptions","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.manageprod","ecom","manageprod","Product Offers","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_prod","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.manageprodfilter","ecom","manageprodfilter","Product Filters","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_prodfilter","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.manageprodfilterfive","ecom","manageprodfilterfive","Product Filter Slot 5","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='5'","1","BackEnd","CGI","superuser, admin","*","Catalog","0","0","0","1",""
"ecom.manageprodfilterfour","ecom","manageprodfilterfour","Product Filter Slot 4","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='4'","1","BackEnd","CGI","superuser, admin","*","Catalog","0","0","0","1",""
"ecom.manageprodfilterone","ecom","manageprodfilterone","Product Filter Slot 1","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='1'","1","BackEnd","CGI","superuser, admin","*","Catalog","0","0","0","1",""
"ecom.manageprodfilterthree","ecom","manageprodfilterthree","Product Filter Slot 3","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='3'","1","BackEnd","CGI","superuser, admin","*","Catalog","0","0","0","1",""
"ecom.manageprodfiltertwo","ecom","manageprodfiltertwo","Product Filter Slot 2","CORE_BackEnd::CORE_BackEnd_db::db_manager()","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='2'","1","BackEnd","CGI","superuser, admin","*","Catalog","0","0","0","1",""
"ecom.managepurchordsc","ecom","managepurchordsc","Closed","ECOM_PurchOrdMan::managepurchords()","CLOSED","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.managepurchordso","ecom","managepurchordso","Open","ECOM_PurchOrdMan::managepurchords()","OPEN","1","BackEnd","CGI","superuser, admin","*","","0","1","0","1",""
"ecom.managereviews","ecom","managereviews","Reviews","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_reviews","1","BackEnd","CGI","superuser, admin","*","Catalog","1","1","0","1",""
"ecom.managesalecust","ecom","managesalecust","Custom Sale Methods","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_salecust","1","BackEnd","CGI","superuser","*","Commerce","1","1","0","1",""
"ecom.manageshipcust","ecom","manageshipcust","Custom Shipping Methods","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_shipcust","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.manageshiprt","ecom","manageshiprt","Realtime Carriers","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_shiprealtime","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.manageshiprtp","ecom","manageshiprtp","Realtime Services","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_shiprealtimep","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.manageshipzoneprod","ecom","manageshipzoneprod","Zone Based Shipping Products","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_shipzoneprod","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.manageshipzonerate","ecom","manageshipzonerate","Zone Based Shipping Rates","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_shipzonerate","1","BackEnd","CGI","superuser","*","Shipping","1","1","0","1",""
"ecom.managestoremenu","ecom","managestoremenu","Store Menu","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_storemenu","1","BackEnd","CGI","superuser","*","Store Displays","1","1","0","1",""
"ecom.managesurchargecust","ecom","managesurchargecust","Custom Surcharge Methods","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_surchargecust","1","BackEnd","CGI","superuser","*","Commerce","1","1","0","1",""
"ecom.managevendors","ecom","managevendors","Vendors","CORE_BackEnd::CORE_BackEnd_db::db_manager()","ecom_vendors","1","BackEnd","CGI","superuser, admin","*","Inventory","1","1","0","1",""
"ecom.manus","ecom","manus","Manufacturers","ECOM_Cat::manus()","","1","FrontEnd","CGI","*","","","0","1","0","1","/OurPartners"
"ecom.manuscat","ecom","manuscat","Manufacturer","ECOM_Cat::manuscat()","","1","FrontEnd","CGI","*","","","0","1","0","1","/Manufacturer/{SEOURL:ecom_manus}"
"ecom.minicart","ecom","minicart","Mini Shopping Cart","ECOM_Cart::minicart()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.movecart","ecom","movecart","Shopping Cart","ECOM_Cart::movecart()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ShoppingCartMove/{ID}"
"ecom.notifystock","ecom","notifystock","In Stock Notification","ECOM_Prod::notifystock()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ItemInStockNotification/{ID}"
"ecom.notifystockp","ecom","notifystockp","In Stock Notification - Process","ECOM_Prod::notifystockp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.olpsetup","ecom","olpsetup","Checkout","ECOM_OLP::olpsetup()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.onlineorderlookup","ecom","onlineorderlookup","Online Orders","ECOM_Order::onlineorderlookup()","","1","FrontEnd","CGI","*","","","0","1","0","1","/OnlineOrderLookup"
"ecom.onlineorderlookupp","ecom","onlineorderlookupp","Online Orders","ECOM_Order::onlineorderlookupp()","","1","FrontEnd","CGI","*","","","0","1","0","1",""
"ecom.ordercenter","ecom","ordercenter","Order Center","ordercenter.php","","1","BackEnd","CGI","superuser, admin","*","Orders","1","0","0","1",""
"ecom.orderconfirm","ecom","orderconfirm","Order Summary","ECOM_Order::orderconfirm()","","1","","CGI","*","","Orders","0","0","0","1","/OrderConfirmation/{ID}"
"ecom.orderdlfile","ecom","orderdlfile","Order Download File","ECOM_Order::orderdlfile()","","1","FrontEnd","CGI","*","","","0","0","0","1","/OrderFileDownload/{ID}"
"ecom.orderinvoiceprint","ecom","orderinvoiceprint","Invoice","ECOM_Order::orderinvoiceprint()","","1","","CGI","*","","","0","0","0","1","/PrintOrderInvoice/{ID}"
"ecom.orderlookup","ecom","orderlookup","Order Data Lookup","ECOM_Order::orderlookup()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.ordermails","ecom","ordermails","Order Mail Sender","ECOM_OrderMan::ordermails()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.orderman_archivep","ecom","orderman_archivep","Order Archive Status Change - Process","ECOM_OrderMan::orderman_archivep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_batchshipwarn","ecom","orderman_batchshipwarn","Order Manager Batch Shipment Warning","ECOM_OrderMan::orderman_batchshipwarn()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.orderman_cancelp","ecom","orderman_cancelp","Cancel Order","ECOM_OrderMan::orderman_cancelp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_dotasks","ecom","orderman_dotasks","Order Processing - Run Tasks","ECOM_OrderMan::orderman_dotasks()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.orderman_invcon","ecom","orderman_invcon","Inventory and Dropship Controls","ECOM_OrderMan::orderman_invcon()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_invconp","ecom","orderman_invconp","Inventory and Dropship Controls - Process","ECOM_OrderMan::orderman_invconp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_markinitp","ecom","orderman_markinitp","Initialize Order - Process","ECOM_OrderMan::orderman_markinitp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_markokp","ecom","orderman_markokp","Enable Processing - Process","ECOM_OrderMan::orderman_markokp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_markpaid","ecom","orderman_markpaid","Payment Entry","ECOM_OrderMan::orderman_markpaid()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_markpaidp","ecom","orderman_markpaidp","Payment Entry - Process","ECOM_OrderMan::orderman_markpaidp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_orderstatuschange","ecom","orderman_orderstatuschange","Order Status Change","ECOM_OrderMan::orderman_orderstatuschange()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.orderman_piichange","ecom","orderman_piichange","Update Customer Information","ECOM_OrderMan::orderman_piichange()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_piichangep","ecom","orderman_piichangep","Update Customer Information - Process","ECOM_OrderMan::orderman_piichangep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_print","ecom","orderman_print","Print Order Summaries and Invoices","ECOM_OrderMan::orderman_print()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_return","ecom","orderman_return","Return","ECOM_OrderMan::orderman_return()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_returnp","ecom","orderman_returnp","Return - Process","ECOM_OrderMan::orderman_returnp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_reviewp","ecom","orderman_reviewp","Order Review - Process","ECOM_OrderMan::orderman_reviewp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_searchp","ecom","orderman_searchp","Quick Order Lookup - Process","ECOM_OrderMan::orderman_searchp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_sendmails","ecom","orderman_sendmails","Send Mail Messages","ECOM_OrderMan::orderman_sendmails()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_sendmailsp","ecom","orderman_sendmailsp","Send Mail Messages - Process","ECOM_OrderMan::orderman_sendmailsp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_service","ecom","orderman_service","Service Items","ECOM_OrderMan::orderman_service()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_servicep","ecom","orderman_servicep","Service Items - Process","ECOM_OrderMan::orderman_servicep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_ship","ecom","orderman_ship","Ship Items","ECOM_OrderMan::orderman_ship()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_shipaddchange","ecom","orderman_shipaddchange","Delivery Address Change","ECOM_OrderMan::orderman_shipaddchange()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_shipaddchangep","ecom","orderman_shipaddchangep","Delivery Address Change - Process","ECOM_OrderMan::orderman_shipaddchangep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_shipmethodchange","ecom","orderman_shipmethodchange","Delivery Method Change","ECOM_OrderMan::orderman_shipmethodchange()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_shipmethodchangep","ecom","orderman_shipmethodchangep","Delivery Method Change - Process","ECOM_OrderMan::orderman_shipmethodchangep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_shipp","ecom","orderman_shipp","Ship Items - Process","ECOM_OrderMan::orderman_shipp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_shiptotalchange","ecom","orderman_shiptotalchange","Increase Delivery Total","ECOM_OrderMan::orderman_shiptotalchange()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_shiptotalchangep","ecom","orderman_shiptotalchangep","Increase Delivery Total - Process","ECOM_OrderMan::orderman_shiptotalchangep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_split","ecom","orderman_split","Split Item Quantity","ECOM_OrderMan::orderman_split()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_splitcomp","ecom","orderman_splitcomp","Move Incomplete Items to New Order","ECOM_OrderMan::orderman_splitcomp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.orderman_splitcompp","ecom","orderman_splitcompp","Move Incomplete Items to New Order - Process","ECOM_OrderMan::orderman_splitcompp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderman_splitp","ecom","orderman_splitp","Split Item Quantity - Process","ECOM_OrderMan::orderman_splitp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.orderprocess","ecom","orderprocess","Order Processing","ECOM_OrderMan::orderprocess()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.ordersave","ecom","ordersave","Order Save","ECOM_OrderMan::ordersave()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.ordersummary","ecom","ordersummary","Order Summary","ECOM_Order::ordersummary()","","1","","CGI","*","","Orders","0","0","0","1","/OrderSummary/{ID}"
"ecom.ordersummaryprint","ecom","ordersummaryprint","Order Summary","ECOM_Order::ordersummaryprint()","","1","","CGI","*","","","0","0","0","1","/PrintOrderSummary/{ID}"
"ecom.ordertrack","ecom","ordertrack","Package Tracking Information","ECOM_Order::ordertrack()","","1","FrontEnd","CGI","*","","","0","0","0","1","/OrderTracking/{ID}"
"ecom.ordertrackp","ecom","ordertrackp","Package Tracking Information - Process","ECOM_Order::ordertrackp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.paymentsense3dsecure","ecom","paymentsense3dsecure","PaymentSense 3D Secure Verification","ECOM_OLP::ECOM_OLP_paymentsense::paymentsense3dsecure()","","1","","CGI","*","","","0","0","0","1",""
"ecom.paypalproexplink","ecom","paypalproexplink","PayPal Website Payments Pro Express Link","ECOM_OLP::ECOM_OLP_paypalproe::explink()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.paypalproexpret","ecom","paypalproexpret","Checkout - Process","ECOM_OLP::ECOM_OLP_paypalproe::expret()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.paypalsfcc","ecom","paypalsfcc","Quick Processing Setup","paypalsfcc.php","","1","BackEnd","CGI","superuser","*","Commerce","0","1","0","1",""
"ecom.paypalsfconfig","ecom","paypalsfconfig","Quick Processing Setup","paypalsfconfig.php","","1","BackEnd","CGI","superuser","*","Commerce","0","1","0","1",""
"ecom.paypalsfconfirm","ecom","paypalsfconfirm","Quick Processing Setup","paypalsfconfirm.php","","1","BackEnd","CGI","superuser","*","Commerce","0","1","0","1",""
"ecom.paypalsfintro","ecom","paypalsfintro","Quick Processing Setup","paypalsfintro.php","","1","BackEnd","CGI","superuser","*","Commerce","1","1","0","1",""
"ecom.paypalsfpp","ecom","paypalsfpp","Quick Processing Setup","paypalsfpp.php","","1","BackEnd","CGI","superuser","*","Commerce","0","1","0","1",""
"ecom.paypalsfproc","ecom","paypalsfproc","Quick Processing Setup - Process","ECOM_PayPal::selectflowp()","","1","BackEnd","CGI","superuser","*","Commerce","0","0","0","0",""
"ecom.pingapp","ecom","pingapp","Component Ping","ECOM::pingapp()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.pointsmultiplierlink","ecom","pointsmultiplierlink","Points Multiplier Redirect","ECOM::pointsmultiplierlink()","","1","FrontEnd","CGI","*","","","0","1","0","1","/PointsMultiplierLink/{ID}"
"ecom.priceautoupdate","ecom","priceautoupdate","Ajax Price Auto Update","ECOM_Cart::priceautoupdate()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.procgwresp","ecom","procgwresp","Checkout - Process","ECOM_OLP::procgwresp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.procgwrespmeta","ecom","procgwrespmeta","Checkout - Process","ECOM_OLP::procgwrespmeta()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.prodchannelinfo","ecom","prodchannelinfo","Channel Product Offer Channel Info","ECOM_Channels::prodchannelinfo()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.prodfeature","ecom","prodfeature","Featured Products Generator","ECOM::prodfeature()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.prodinfo","ecom","prodinfo","Item Information","ECOM_Prod::prodinfo()","","1","FrontEnd","INTERNAL","*","","","0","1","0","1",""
"ecom.prodlist","ecom","prodlist","Items","ECOM_Prod::prodlist()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.prodsearch","ecom","prodsearch","Online Store Search","ECOM_Prod::prodsearch()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ItemAdvancedSearch"
"ecom.prodsearchajax","ecom","prodsearchajax","Ajax Online Store Search - Process","ECOM_Prod::prodsearchajax()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.prodsearchp","ecom","prodsearchp","Online Store Search - Process","ECOM_Prod::prodsearchp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.prodsearchref","ecom","prodsearchref","Online Store Search","ECOM_Prod::prodsearchref()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ItemSearch/{ID}"
"ecom.prodshow","ecom","prodshow","Item Details","ECOM_Prod::prodshow()","","1","FrontEnd","CGI","*","","","0","1","0","1","/Item/{SEOURL:ecom_prod}"
"ecom.prodshowoptlite","ecom","prodshowoptlite","Item Options Display","ECOM_Prod::prodshowoptlite()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.purchordcenter","ecom","purchordcenter","Purchase Order Center","purchordcenter.php","","1","BackEnd","CGI","superuser, admin","*","Inventory","1","0","0","1",""
"ecom.purchordlookup","ecom","purchordlookup","Purchase Order Data Lookup","ECOM_PurchOrdMan::purchordlookup()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.purchordmandisplay","ecom","purchordmandisplay","Purchase Order Manager","ECOM_PurchOrdMan::purchordman_display()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_close","ecom","purchordman_close","Close","ECOM_PurchOrdMan::purchordman_close()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_closep","ecom","purchordman_closep","Close - Process","ECOM_PurchOrdMan::purchordman_closep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.purchordman_create","ecom","purchordman_create","Create","ECOM_PurchOrdMan::purchordman_create()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_createp","ecom","purchordman_createp","Create - Process","ECOM_PurchOrdMan::purchordman_createp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.purchordman_dropitemscanceled","ecom","purchordman_dropitemscanceled","Purchase Order Cancel Dropship Items","ECOM_PurchOrdMan::purchordman_dropitemscanceled()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.purchordman_dropitemschanged","ecom","purchordman_dropitemschanged","Purchase Order Changed Dropship Items","ECOM_PurchOrdMan::purchordman_dropitemschanged()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.purchordman_dropitemsshipped","ecom","purchordman_dropitemsshipped","Purchase Order Shipped Dropship Items","ECOM_PurchOrdMan::purchordman_dropitemsshipped()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.purchordman_modify","ecom","purchordman_modify","Modify","ECOM_PurchOrdMan::purchordman_modify()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_modifyp","ecom","purchordman_modifyp","Modify - Process","ECOM_PurchOrdMan::purchordman_modifyp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.purchordman_receive","ecom","purchordman_receive","Receive","ECOM_PurchOrdMan::purchordman_receive()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_receivep","ecom","purchordman_receivep","Receive - Process","ECOM_PurchOrdMan::purchordman_receivep()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.purchordman_searchp","ecom","purchordman_searchp","Quick Purchase Order Lookup - Process","ECOM_PurchOrdMan::purchordman_searchp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_sendmails","ecom","purchordman_sendmails","Send Vendor Mail Message","ECOM_PurchOrdMan::purchordman_sendmails()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.purchordman_sendmailsp","ecom","purchordman_sendmailsp","Send Vendor Mail Message - Process","ECOM_PurchOrdMan::purchordman_sendmailsp()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","0",""
"ecom.reviews","ecom","reviews","Reviews","ECOM_Reviews::reviews()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.reviewsf","ecom","reviewsf","Submit a Review","ECOM_Reviews::reviewsf()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ReviewItem/{ID}"
"ecom.reviewsp","ecom","reviewsp","Submit a Review - Process","ECOM_Reviews::reviewsp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.sagepay3dsecure","ecom","sagepay3dsecure","SagePay 3D Secure Verification","ECOM_OLP::ECOM_OLP_protxdirect::sagepay3dsecure()","","1","","CGI","*","","","0","0","0","1",""
"ecom.shipestimator","ecom","shipestimator","Shopping Cart","ECOM_ShipEstimator::doestimator()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.shipestimatorf","ecom","shipestimatorf","Shipping Estimate","ECOM_ShipEstimator::doform()","","1","FrontEnd","CGI","*","","","0","0","0","1","/ShippingEstimate"
"ecom.shipestimatorp","ecom","shipestimatorp","Shipping Estimator - Process","ECOM_ShipEstimator::doformp()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.shiprealtime","ecom","shiprealtime","Realtime Shipping Calculator","ECOM_Ship::shiprealtime()","","1","","INTERNAL","*","","","0","0","0","1",""
"ecom.skushow","ecom","skushow","SKU Details","ECOM_Prod::skushow()","","1","FrontEnd","CGI","*","","","0","1","0","1","/SKU/{ID}"
"ecom.specialoffers","ecom","specialoffers","Special Offers","ECOM_Cat::specialoffers()","","1","FrontEnd","CGI","*","","","0","1","0","1","/SpecialOffers"
"ecom.specialofferscat","ecom","specialofferscat","Special Offer Category","ECOM_Cat::specialofferscat()","","1","FrontEnd","CGI","*","","","0","1","0","1","/SpecialOfferCategory/{SEOURL:ecom_cat}"
"ecom.specialofferslink","ecom","specialofferslink","Special Offers Redirect","ECOM::specialofferslink()","","1","FrontEnd","CGI","*","","","0","1","0","1","/SpecialOffersLink/{ID}"
"ecom.splash","ecom","splash","Online Store","ECOM::splash()","","1","FrontEnd","CGI","*","","","0","1","0","1","/Store"
"ecom.updateacctsysitem","ecom","updateacctsysitem","DB Guided Update Accounting Item","ECOM_Accounting::updateacctsysitem()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateamazonprod","ecom","updateamazonprod","DB Guided Update Amazon Offer","XMOD_Amazon::updateprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updatecart","ecom","updatecart","Shopping Cart","ECOM_Cart::updatecart()","","1","FrontEnd","CGI","*","","","0","0","0","1",""
"ecom.updatedisc","ecom","updatedisc","DB Guided Update Discount Code","ECOM_Checkout::updatedisc()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateebayprod","ecom","updateebayprod","DB Guided Update eBay Offer","XMOD_eBay::updateprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateinventory","ecom","updateinventory","DB Guided Update Inventory","ECOM_Prod::updateinventory()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateloadamazonprod","ecom","updateloadamazonprod","DB Guided Update Load Amazon Offer","XMOD_Amazon::updateloadprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateloadebayprod","ecom","updateloadebayprod","DB Guided Update Load eBay Offer","XMOD_eBay::updateloadprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateorder","ecom","updateorder","DB Guided Update Order Post","ECOM_OrderMan::updateorder()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateorderitem","ecom","updateorderitem","DB Guided Update Order Item Post","ECOM_OrderMan::updateorderitem()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateorderproc","ecom","updateorderproc","DB Guided Update Order Proc","ECOM_OrderMan::updateorderproc()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updateprod","ecom","updateprod","DB Guided Update Product","ECOM_Prod::updateprod()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.updatevendor","ecom","updatevendor","DB Guided Update Vendor","ECOM_Prod::updatevendor()","","1","BackEnd","INTERNAL","superuser, admin","*","","0","0","0","1",""
"ecom.upsaddressverify","ecom","upsaddressverify","Address Verification","ECOM_Ship::ECOM_Ship_upstools::upsaddressverify()","","1","FrontEnd","INTERNAL","*","","","0","0","0","1",""
"ecom.viewcart","ecom","viewcart","Shopping Cart","ECOM_Cart::viewcart()","","1","FrontEnd","CGI","*","","","0","1","0","1","/ShoppingCart"
"ecom.viewwishlist","ecom","viewwishlist","Wish List","ECOM_Cart::viewwishlist()","","1","FrontEnd","CGI","*","","","0","1","0","1","/WishList"
"ecom.xmodcustomerviewer","ecom","xmodcustomerviewer","Customer Viewer","XMOD_CustomerViewer::customerviewer()","","1","BackEnd","CGI","superuser, admin","*","Helpers","1","1","0","1",""
"ecom.xmodcustomerviewer_custres","ecom","xmodcustomerviewer_custres","Customer Viewer: Customer Lookup","XMOD_CustomerViewer::custres()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
"ecom.xmodcustomerviewer_pricelist","ecom","xmodcustomerviewer_pricelist","Customer Viewer: Price List","XMOD_CustomerViewer::pricelist()","","1","BackEnd","CGI","superuser, admin","*","","0","0","0","1",""
