"id","channelid","xofferid","maptype","xinvid","groupname","quantity","sortorder","regprice","whlprice","compprice","recurprice","loyaltypoints","rebate","cost","taxclass","taxstateprov","taxcountry","datetimestamp","cacheoffername","cacheinvname","cachemanuname"
"DEFAULT-CS-Olfa_KB_Art_Blades-DEFAULT-CS-Olfa_KB_Art_Blades","DEFAULT","CS-Olfa_KB_Art_Blades","DEFAULT","CS-Olfa_KB_Art_Blades","DEFAULT","1","10","3.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1627659280","Olfa KB Art Blades","Olfa KB Art Blades","Default Manufacturer"
"DEFAULT-CS-Olfa_Premium_Art_Knife-DEFAULT-CS-Olfa_Premium_Art_Knife","DEFAULT","CS-Olfa_Premium_Art_Knife","DEFAULT","CS-Olfa_Premium_Art_Knife","DEFAULT","1","10","11.50","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1627659252","Olfa Premium Art Knife","Olfa Premium Art Knife","Default Manufacturer"
"DEFAULT-CS-Olfa_Pro_Knife_Blades_50-DEFAULT-CS-Olfa_Pro_Knife_Blades_50","DEFAULT","CS-Olfa_Pro_Knife_Blades_50","DEFAULT","CS-Olfa_Pro_Knife_Blades_50","DEFAULT","1","10","11.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1773917096","Snap off Ultra Sharp Blades for OLFA® SVR2 & XA1 Precision Knives","Black Snap-Off Blades for Olfa Soft Grip Knife & Olfa Comfort Grip Knife","Default Manufacturer"
"DEFAULT-CS-PAPER-APP-TAPE-DEFAULT-CS-PAPER-APP-TAPE","DEFAULT","CS-PAPER-APP-TAPE","DEFAULT","CS-PAPER-APP-TAPE","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","1570032079","Paper Application Tape","Paper Application Tape","Doro Tape"
"DEFAULT-CS-PATTERNED-BUNDLE-DEFAULT-CS-PATTERNED-BUNDLE","DEFAULT","CS-PATTERNED-BUNDLE","DEFAULT","CS-PATTERNED-BUNDLE","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780484890","Patterned Heat Transfer Vinyl Bundle","Patterned Heat Transfer Vinyl Bundle","Default Manufacturer"
"DEFAULT-CS-Plastic_Squeegee-DEFAULT-CS-Plastic_Squeegee","DEFAULT","CS-Plastic_Squeegee","DEFAULT","CS-Plastic_Squeegee","DEFAULT","1","10","0.69","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1613585337","Plastic Squeegee","Plastic Squeegee","Default Manufacturer"
"DEFAULT-CS-PTA-DEFAULT-CS-PTA","DEFAULT","CS-PTA","DEFAULT","CS-PTA","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1675255803","Frosted Etch Craft Vinyl","Frosted Etch","Default Manufacturer"
"DEFAULT-CS-PTAS-DEFAULT-CS-PTAS","DEFAULT","CS-PTAS","DEFAULT","CS-PTAS","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1618932924","Dark Frosted Etch Craft Vinyl","Dark Frosted Etch","Default Manufacturer"
"DEFAULT-CS-PTF-DEFAULT-CS-PTF","DEFAULT","CS-PTF","DEFAULT","CS-PTF","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1675255632","Dusted Etch Craft Vinyl","Dusted Etch","Default Manufacturer"
"DEFAULT-CS-REFLECTIVE-DEFAULT-CS-REFLECTIVE","DEFAULT","CS-REFLECTIVE","DEFAULT","CS-REFLECTIVE","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1659440904","Reflective Heat Transfer Vinyl","Reflective Heat Transfer Vinyl","Default Manufacturer"
"DEFAULT-CS-Retractable_Scalpel_Handle-DEFAULT-CS-Retractable_Scalpel_Handle","DEFAULT","CS-Retractable_Scalpel_Handle","DEFAULT","CS-Retractable_Scalpel_Handle","DEFAULT","1","10","7.67","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199194","Retractable Scalpel Handle","Retractable Scalpel Handle","Default Manufacturer"
"DEFAULT-CS-Roland-BN20-Waste-Tank-DEFAULT-CS-Roland-BN20-Waste-Tank","DEFAULT","CS-Roland-BN20-Waste-Tank","DEFAULT","CS-Roland-BN20-Waste-Tank","DEFAULT","1","10","63.71","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1624355755","Roland BN20 Waste Tank","Roland BN20 Waste Tank","Default Manufacturer"
"DEFAULT-CS-Roland-Cleaning-Kit-DEFAULT-CS-Roland-Cleaning-Kit","DEFAULT","CS-Roland-Cleaning-Kit","DEFAULT","CS-Roland-Cleaning-Kit","DEFAULT","1","10","42.80","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1686126605","Roland Cleaning Kit","Roland Cleaning Kit","Default Manufacturer"
"DEFAULT-CS-Roland-Cutting-Strip-DEFAULT-CS-Roland-Cutting-Strip","DEFAULT","CS-Roland-Cutting-Strip","DEFAULT","CS-Roland-Cutting-Strip","DEFAULT","1","10","16.49","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1624355983","Roland BN20 Cutting Strip","Roland Cutting Strip for BN20","Default Manufacturer"
"DEFAULT-CS-Roland-ESM-Cleaning-Cartridge-DEFAULT-CS-Roland-ESM-Cleaning-Cartridge","DEFAULT","CS-Roland-ESM-Cleaning-Cartridge","DEFAULT","CS-Roland-ESM-Cleaning-Cartridge","DEFAULT","1","10","79.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1712651403","Roland EcoSol Max Cleaning Cartridge","Roland EcoSol Max Cleaning Cartridge","Default Manufacturer"
"DEFAULT-CS-Roland-Wipers-DEFAULT-CS-Roland-Wipers","DEFAULT","CS-Roland-Wipers","DEFAULT","CS-Roland-Wipers","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1624355927","Roland Wipers","Roland Wipers for BN20","Default Manufacturer"
"DEFAULT-CS-Ruler-DEFAULT-CS-Ruler","DEFAULT","CS-Ruler","DEFAULT","CS-Ruler","DEFAULT","1","10","20.51","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1685016573","Safety Ruler","Safety Ruler","Default Manufacturer"
"DEFAULT-CS-SAV-Colour-Change-Bundle-DEFAULT-CS-SAV-Colour-Change-Bundle","DEFAULT","CS-SAV-Colour-Change-Bundle","DEFAULT","CS-SAV-Colour-Change-Bundle","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1617193797","SAV Colour Change Bundle","SAV Colour Change Bundle","Default Manufacturer"
"DEFAULT-CS-Scrape_Rite-DEFAULT-CS-Scrape_Rite","DEFAULT","CS-Scrape_Rite","DEFAULT","CS-Scrape_Rite","DEFAULT","1","10","2.89","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779200646","Scrape Rite","Scrape Rite","Default Manufacturer"
"DEFAULT-CS-Sharps_Box-DEFAULT-CS-Sharps_Box","DEFAULT","CS-Sharps_Box","DEFAULT","CS-Sharps_Box","DEFAULT","1","10","3.29","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1773917165","Olfa Sharps Disposal Box","Olfa Sharps Disposal Box","Default Manufacturer"
"DEFAULT-CS-ST491-Silver-Starflex-DEFAULT-CS-ST491-Silver-Starflex","DEFAULT","CS-ST491-Silver-Starflex","DEFAULT","CS-ST491-Silver-Starflex","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1712072767","Silver Starflex Heat Transfer Vinyl","Silver Starflex Heat Transfer Vinyl","Default Manufacturer"
"DEFAULT-CS-ST492-Gold-Starflex-DEFAULT-CS-ST492-Gold-Starflex","DEFAULT","CS-ST492-Gold-Starflex","DEFAULT","CS-ST492-Gold-Starflex","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1712072792","Gold Starflex Heat Transfer Vinyl","Gold Starflex Heat Transfer Vinyl","Default Manufacturer"
"DEFAULT-CS-ST494-Blue-Starflex-DEFAULT-CS-ST494-Blue-Starflex","DEFAULT","CS-ST494-Blue-Starflex","DEFAULT","CS-ST494-Blue-Starflex","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1781100592","Blue Starflex Heat Transfer Vinyl","Blue Starflex Heat Transfer Vinyl","Default Manufacturer"
"DEFAULT-CS-Tygaflor-DEFAULT-CS-Tygaflor","DEFAULT","CS-Tygaflor","DEFAULT","CS-Tygaflor","DEFAULT","1","10","6.40","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1738591372","Tygaflor Sheet","Tygaflor Sheet","Default Manufacturer"
"DEFAULT-CS-Weeding_Hook-DEFAULT-CS-Weeding_Hook","DEFAULT","CS-Weeding_Hook","DEFAULT","CS-Weeding_Hook","DEFAULT","1","10","7.40","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1701091980","Hook End Weeding Tool ","Weeding Tool :: Hook End","Default Manufacturer"
"DEFAULT-CS-Weeding_Tweezers-DEFAULT-CS-Weeding_Tweezers","DEFAULT","CS-Weeding_Tweezers","DEFAULT","CS-Weeding_Tweezers","DEFAULT","1","10","4.95","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1706786822","Fine Point Tweezers","Weeding Tweezers :: 115mm","Default Manufacturer"
"DEFAULT-CS_3101_Smooth_Silver-DEFAULT-CS_3101_Smooth_Silver","DEFAULT","CS_3101_Smooth_Silver","DEFAULT","CS_3101_Smooth_Silver","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","1562774003","Smooth Silver","Smooth Silver","R-Tape"
"DEFAULT-CS_3102_Smooth_Gold-DEFAULT-CS_3102_Smooth_Gold","DEFAULT","CS_3102_Smooth_Gold","DEFAULT","CS_3102_Smooth_Gold","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1780924102","Smooth Gold Craft Vinyl","Smooth Gold","Default Manufacturer"
"DEFAULT-CS_3161_Smooth_Satin_Copper-DEFAULT-CS_3161_Smooth_Satin_Copper","DEFAULT","CS_S3161_Smooth_Satin_Copper","DEFAULT","CS_3161_Smooth_Satin_Copper","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Smooth Satin Copper","Smooth Satin Copper","R-Tape"
"DEFAULT-CS_3162_Smooth_Rose_Gold-DEFAULT-CS_3162_Smooth_Rose_Gold","DEFAULT","CS_S3162_Smooth_Rose_Gold","DEFAULT","CS_3162_Smooth_Rose_Gold","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Smooth Rose Gold","Smooth Rose Gold","R-Tape"
"DEFAULT-CS_6501_Fine_Brush_Silver-DEFAULT-CS_6501_Fine_Brush_Silver","DEFAULT","CS_S6501_Fine_Brush_Silver","DEFAULT","CS_S6501_Fine_Brush_Silver","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fine Brush Silver","Fine Brush Silver","R-Tape"
"DEFAULT-CS_6561_Fine_Brush_Satin_Copper-DEFAULT-CS_6561_Fine_Brush_Satin_Copper","DEFAULT","CS_S6561_Fine_Brush_Satin_Copper","DEFAULT","CS_S6561_Fine_Brush_Satin_Copper","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fine Brush Satin Copper","Fine Brush Satin Copper","R-Tape"
"DEFAULT-CS_6562_Fine_Brush_Rose_Gold-DEFAULT-CS_6562_Fine_Brush_Rose_Gold","DEFAULT","CS_S6562_Fine_Brush_Rose_Gold","DEFAULT","CS_S6562_Fine_Brush_Rose_Gold","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fine Brush Rose Gold","Fine Brush Rose Gold","R-Tape"
"DEFAULT-CS_6630_Andromeda-DEFAULT-CS_6630_Andromeda","DEFAULT","CS_6630_Andromeda","DEFAULT","CS_6630_Andromeda","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1618937232","Andromeda Colour Change Craft Vinyl","Andromeda Colour Change Film","Default Manufacturer"
"DEFAULT-CS_6641_Aurora-DEFAULT-CS_6641_Aurora","DEFAULT","CS_6641_Aurora","DEFAULT","CS_6641_Aurora","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1618936840","Aurora Colour Change Craft Vinyl","Aurora Colour Change Film","Default Manufacturer"
"DEFAULT-CS_6651_Alpha-DEFAULT-CS_6651_Alpha","DEFAULT","CS_6651_Alpha","DEFAULT","CS_6651_Alpha","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1618936954","Alpha Colour Change Craft Vinyl","Alpha Colour Change Film","Default Manufacturer"
"DEFAULT-CS_6652_Plasma-DEFAULT-CS_6652_Plasma","DEFAULT","CS_6652_Plasma","DEFAULT","CS_6652_Plasma","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1618937175","Plasma Colour Change Craft Vinyl","Plasma Colour Change Film","Default Manufacturer"
"DEFAULT-CS_7357_Diamond-DEFAULT-CS_7357_Diamond","DEFAULT","CS_7357_Diamond","DEFAULT","CS_7357_Diamond","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1782136490","Diamond Craft Vinyl","Diamond","Default Manufacturer"
"DEFAULT-CS_7591_Smoky_Quartz-DEFAULT-CS_7591_Smoky_Quartz","DEFAULT","CS_7591_Smoky_Quartz","DEFAULT","CS_7591_Smoky_Quartz","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Smoky Quartz","Smoky Quartz","Ritrama"
"DEFAULT-CS_7667_Azurite-DEFAULT-CS_7667_Azurite","DEFAULT","CS_7667_Azurite","DEFAULT","CS_7667_Azurite","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Azurite","Azurite","Ritrama"
"DEFAULT-CS_7668_Beryl-DEFAULT-CS_7668_Beryl","DEFAULT","CS_7668_Beryl","DEFAULT","CS_7668_Beryl","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1578923568","Beryl Craft Vinyl","Beryl","Default Manufacturer"
"DEFAULT-CS_7669_Rose_Quartz-DEFAULT-CS_7669_Rose_Quartz","DEFAULT","CS_7669_Rose_Quartz","DEFAULT","CS_7669_Rose_Quartz","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Rose Quartz","Rose Quartz","Ritrama"
"DEFAULT-CS_7671_Cinnabar-DEFAULT-CS_7671_Cinnabar","DEFAULT","CS_7671_Cinnabar","DEFAULT","CS_7671_Cinnabar","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","1570461423","Cinnabar","Cinnabar","Ritrama"
"DEFAULT-CS_7672_Sapphire_Blue-DEFAULT-CS_7672_Sapphire_Blue","DEFAULT","CS_7672_Sapphire_Blue","DEFAULT","CS_7672_Sapphire_Blue","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Sapphire Blue","Sapphire Blue","Ritrama"
"DEFAULT-CS_7673_Amethyst-DEFAULT-CS_7673_Amethyst","DEFAULT","CS_7673_Amethyst","DEFAULT","CS_7673_Amethyst","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Amethyst","Amethyst","Ritrama"
"DEFAULT-CS_7684_Topaz-DEFAULT-CS_7684_Topaz","DEFAULT","CS_7684_Topaz","DEFAULT","CS_7684_Topaz","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Topaz","Topaz","Ritrama"
"DEFAULT-CS_7901_Brite_Overall-DEFAULT-CS_7901_Brite_Overall","DEFAULT","CS_7901_Brite_Overall","DEFAULT","CS_7901_Brite_Overall","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1619623964","Brite Overall Craft Vinyl","Brite Overall","Default Manufacturer"
"DEFAULT-CS_7945_Fire_Opal-DEFAULT-CS_7945_Fire_Opal","DEFAULT","CS_7945_Fire_Opal","DEFAULT","CS_7945_Fire_Opal","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fire Opal","Fire Opal","Ritrama"
"DEFAULT-CS_7946_Cobalt_Blue-DEFAULT-CS_7946_Cobalt_Blue","DEFAULT","CS_7946_Cobalt_Blue","DEFAULT","CS_7946_Cobalt_Blue","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","1561542592","Cobalt Blue","Cobalt Blue","Ritrama"
"DEFAULT-CS_8220_Emerald_Green-DEFAULT-CS_8220_Emerald_Green","DEFAULT","CS_8220_Emerald_Green","DEFAULT","CS_8220_Emerald_Green","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Emerald Green","Emerald Green","Ritrama"
"DEFAULT-CS_8774_Light_Onyx-DEFAULT-CS_8774_Light_Onyx","DEFAULT","CS_8774_Light_Onyx","DEFAULT","CS_8774_Light_Onyx","","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Light Onyx","Light Onyx","Ritrama"
"DEFAULT-CS_C201_Silver_Metal_Flake-DEFAULT-CS_C201_Silver_Metal_Flake","DEFAULT","CS_C201_Silver_Metal_Flake","DEFAULT","CS_C201_Silver_Metal_Flake","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Silver Metal Flake","Silver Metal Flake","R-Tape"
"DEFAULT-CS_C202_Gold_Metal_Flake-DEFAULT-CS_C202_Gold_Metal_Flake","DEFAULT","CS_C202_Gold_Metal_Flake","DEFAULT","CS_C202_Gold_Metal_Flake","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Gold Metal Flake","Gold Metal Flake","R-Tape"
"DEFAULT-CS_C203_Red_Metal_Flake-DEFAULT-CS_C203_Red_Metal_Flake","DEFAULT","CS_C203_Red_Metal_Flake","DEFAULT","CS_C203_Red_Metal_Flake","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Red Metal Flake","Red Metal Flake","R-Tape"
"DEFAULT-CS_C204_Royal_Blue_Metal_Flake-DEFAULT-CS_C204_Royal_Blue_Metal_Flake","DEFAULT","CS_C204_Royal_Blue_Metal_Flake","DEFAULT","CS_C204_Royal_Blue_Metal_Flake","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Royal Blue Metal Flake","Royal Blue Metal Flake","R-Tape"
"DEFAULT-CS_GL10_Copper_Glitter-DEFAULT-CS_GL10_Copper_Glitter","DEFAULT","CS_GL10_Copper_Glitter","DEFAULT","CS_GL10_Copper_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960741","Copper Glitter Craft Vinyl","Copper Glitter","Default Manufacturer"
"DEFAULT-CS_GL11_Blue_Glitter-DEFAULT-CS_GL11_Blue_Glitter","DEFAULT","CS_GL11_Blue_Glitter","DEFAULT","CS_GL11_Blue_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960794","Blue Glitter Craft Vinyl","Blue Glitter","Default Manufacturer"
"DEFAULT-CS_GL12_Green_Glitter-DEFAULT-CS_GL12_Green_Glitter","DEFAULT","CS_GL12_Green_Glitter","DEFAULT","CS_GL12_Green_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960853","Green Glitter Craft Vinyl","Green Glitter","Default Manufacturer"
"DEFAULT-CS_GL13_Magenta_Glitter-DEFAULT-CS_GL13_Magenta_Glitter","DEFAULT","CS_GL13_Magenta_Glitter","DEFAULT","CS_GL13_Magenta_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960893","Magenta Glitter Craft Vinyl","Magenta Glitter","Default Manufacturer"
"DEFAULT-CS_GL15_Navy_Blue_Glitter-DEFAULT-CS_GL15_Navy_Blue_Glitter","DEFAULT","CS_GL15_Navy_Blue_Glitter","DEFAULT","CS_GL15_Navy_Blue_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1661519549","Navy Blue Glitter Craft Vinyl","Navy Blue Glitter","Default Manufacturer"
"DEFAULT-CS_GL17_Butter_Glitter-DEFAULT-CS_GL17_Butter_Glitter","DEFAULT","CS_GL17_Butter_Glitter","DEFAULT","CS_GL17_Butter_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1661520071","Butter Glitter Craft Vinyl","Butter Glitter","Default Manufacturer"
"DEFAULT-CS_GL18_Salmon_Glitter-DEFAULT-CS_GL18_Salmon_Glitter","DEFAULT","CS_GL18_Salmon_Glitter","DEFAULT","CS_GL18_Salmon_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1661519077","Salmon Glitter Craft Vinyl","Salmon Glitter","Default Manufacturer"
"DEFAULT-CS_GL5_Gold_Glitter-DEFAULT-CS_GL5_Gold_Glitter","DEFAULT","CS_GL5_Gold_Glitter","DEFAULT","CS_GL5_Gold_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960939","Gold Glitter Craft Vinyl","Gold Glitter","Default Manufacturer"
"DEFAULT-CS_GL6_Yellow_Glitter-DEFAULT-CS_GL6_Yellow_Glitter","DEFAULT","CS_GL6_Yellow_Glitter","DEFAULT","CS_GL6_Yellow_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652960981","Yellow Glitter Craft Vinyl","Yellow Glitter","Default Manufacturer"
"DEFAULT-CS_GL7_Silver_Glitter-DEFAULT-CS_GL7_Silver_Glitter","DEFAULT","CS_GL7_Silver_Glitter","DEFAULT","CS_GL7_Silver_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652961026","Silver Glitter Craft Vinyl","Silver Glitter","Default Manufacturer"
"DEFAULT-CS_GL8_Red_Glitter-DEFAULT-CS_GL8_Red_Glitter","DEFAULT","CS_GL8_Red_Glitter","DEFAULT","CS_GL8_Red_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652961067","Red Glitter Craft Vinyl","Red Glitter","Default Manufacturer"
"DEFAULT-CS_GL9_Black_Glitter-DEFAULT-CS_GL9_Black_Glitter","DEFAULT","CS_GL9_Black_Glitter","DEFAULT","CS_GL9_Black_Glitter","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1652961114","Black Glitter Craft Vinyl","Black Glitter","Default Manufacturer"
"DEFAULT-CS_K301_Diamond_Plate-DEFAULT-CS_K301_Diamond_Plate","DEFAULT","CS_K301_Diamond_Plate","DEFAULT","CS_K301_Diamond_Plate","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Diamond Plate","Diamond Plate","R-Tape"
"DEFAULT-CS_S3163_Smooth_Champagne-DEFAULT-CS_S3163_Smooth_Champagne","DEFAULT","CS_S3163_Smooth_Champagne","DEFAULT","CS_S3163_Smooth_Champagne","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1773853152","Smooth Champagne Craft Vinyl","Smooth Champagne","Default Manufacturer"
"DEFAULT-CS_S4402_Florentine_Leaf-DEFAULT-CS_S4402_Florentine_Leaf","DEFAULT","CS_S4402_Florentine_Leaf","DEFAULT","CS_S4402_Florentine_Leaf","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Florentine Leaf","Florentine Leaf","R-Tape"
"DEFAULT-CS_S6564_Fine_Brush_Bronze-DEFAULT-CS_S6564_Fine_Brush_Bronze","DEFAULT","CS_S6564_Fine_Brush_Bronze","DEFAULT","CS_S6564_Fine_Brush_Bronze","DEFAULT","1","10","0","","0","0","0","0","0","STANDARD","STANDARD","STANDARD","","Fine Brush Bronze","Fine Brush Bronze","R-Tape"
"DEFAULT-CS_Swann_Morton_10A_Blades-DEFAULT-CS_Swann_Morton_10A_Blades","DEFAULT","CS_Swann_Morton_10A_Blades","DEFAULT","CS_Swann_Morton_10A_Blades","DEFAULT","1","10","15.54","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199081","Swann Morton No:10A Scalpel Blades ","Swann Morton No:10A Scalpel Blades","Default Manufacturer"
"DEFAULT-CS_Swann_Morton_11_Blades-DEFAULT-CS_Swann_Morton_11_Blades","DEFAULT","CS_Swann_Morton_11_Blades","DEFAULT","CS_Swann_Morton_11_Blades","DEFAULT","1","10","15.54","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199089","Swann Morton No:11 Scalpel Blades ","Swann Morton No:11 Scalpel Blades","Default Manufacturer"
"DEFAULT-CS_Swann_Morton_2_Blades-DEFAULT-CS_Swann_Morton_2_Blades","DEFAULT","CS_Swann_Morton_2_Blades","DEFAULT","CS_Swann_Morton_2_Blades","DEFAULT","1","10","2.84","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199109","Swann Morton No:2 ACM Scalpel Blades","Swann Morton No:2 ACM Scalpel Blades","Default Manufacturer"
"DEFAULT-CS_Swann_Morton_2_Handle-DEFAULT-CS_Swann_Morton_2_Handle","DEFAULT","CS_Swann_Morton_2_Handle","DEFAULT","CS_Swann_Morton_2_Handle","DEFAULT","1","10","6.41","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199138","Swann Morton No:2 ACM Scalpel Handle with blade and blade guard","Swann Morton No:2 ACM Scalpel Handle","Default Manufacturer"
"DEFAULT-CS_Swann_Morton_3_Handle-DEFAULT-Swann_Morton_3_Handle","DEFAULT","CS_Swann_Morton_3_Handle","DEFAULT","Swann_Morton_3_Handle","DEFAULT","1","10","6.40","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770197721","Swann Morton No:3 Scalpel Handle","Swann Morton No:3 Scalpel Handle","Swann Morton"
"DEFAULT-CS_Swann_Morton_5A_Handle-DEFAULT-CS_Swann_Morton_5A_Handle","DEFAULT","CS_Swann_Morton_5A_Handle","DEFAULT","CS_Swann_Morton_5A_Handle","DEFAULT","1","10","10.82","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1770199154","Swann Morton No:5A ACM Scalpel Handle with 5 x 10A blades","Swann Morton No:5A ACM Scalpel Handle","Default Manufacturer"
