Type,SKU,Regular price,Sale price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_price_tiers,Published,Visibility in catalog,In stock?,Backorders allowed?
variation,M301-sz08,1.98,,M301,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M301-sz09,9.90,,M301,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M301-sz10,1.58,,M301,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M301-sz11,69.50,,M301,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M301-sz12,3.16,,M301,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M301-sz13,139.00,,M301,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,10001-sz01,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Cyan,1,1,,1,visible,1,0
variation,10001-sz02,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Magenta,1,1,,1,visible,1,0
variation,10001-sz03,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Yellow,1,1,,1,visible,1,0
variation,10001-sz04,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Black,1,1,,1,visible,1,0
variation,10001-sz05,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Light Cyan,1,1,,1,visible,1,0
variation,10001-sz06,106.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 440cc Light Magenta,1,1,,1,visible,1,0
variation,10001-sz07,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Cyan,1,1,,1,visible,1,0
variation,10001-sz08,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Magenta,1,1,,1,visible,1,0
variation,10001-sz09,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Yellow,1,1,,1,visible,1,0
variation,10001-sz10,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Black,1,1,,1,visible,1,0
variation,10001-sz11,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Light Cyan,1,1,,1,visible,1,0
variation,10001-sz12,67.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Light Magenta,1,1,,1,visible,1,0
variation,10001-sz13,185.00,,10001,Select Colour & Size Below,Roland Eco Sol Max 220cc Metallic,1,1,,1,visible,1,0
variation,10001-sz14,79.00,,10001,Select Colour & Size Below,Roland Eco Sol Max Cleaning Cartridge,1,1,,1,visible,1,0
variation,L113-sz01,0.43,,L113,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L113-sz02,0.68,,L113,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L113-sz03,0.88,,L113,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L113-sz04,0.97,,L113,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L113-sz05,4.85,,L113,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L113-sz06,1.26,,L113,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L113-sz07,6.30,,L113,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L113-sz08,1.72,,L113,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L113-sz09,8.60,,L113,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L113-sz10,3.18,,L113,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L113-sz11,140.00,,L113,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L113-sz12,1.59,,L113,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L113-sz13,70.00,,L113,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L114-sz01,0.43,,L114,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L114-sz02,0.68,,L114,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L114-sz03,0.88,,L114,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L114-sz04,0.97,,L114,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L114-sz05,4.85,,L114,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L114-sz06,1.26,,L114,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L114-sz07,6.30,,L114,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L114-sz08,1.72,,L114,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L114-sz09,8.60,,L114,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L114-sz10,3.18,,L114,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L114-sz11,140.00,,L114,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L114-sz12,1.59,,L114,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L114-sz13,70.00,,L114,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L115-sz01,0.43,,L115,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L115-sz02,0.68,,L115,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L115-sz03,0.88,,L115,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L115-sz04,0.97,,L115,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L115-sz05,4.85,,L115,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L115-sz06,1.26,,L115,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L115-sz07,6.30,,L115,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L115-sz08,1.72,,L115,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L115-sz09,8.60,,L115,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L115-sz10,3.18,,L115,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L115-sz11,140.00,,L115,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L115-sz12,1.59,,L115,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L115-sz13,70.00,,L115,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L121-sz01,0.43,,L121,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L121-sz02,0.68,,L121,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L121-sz03,0.88,,L121,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L121-sz04,0.97,,L121,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L121-sz05,4.85,,L121,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L121-sz06,1.26,,L121,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L121-sz07,6.30,,L121,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L121-sz08,1.72,,L121,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L121-sz09,8.60,,L121,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L121-sz10,3.18,,L121,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L121-sz11,140.00,,L121,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L121-sz12,1.59,,L121,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L121-sz13,70.00,,L121,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L122-sz01,0.43,,L122,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L122-sz02,0.68,,L122,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L122-sz03,0.88,,L122,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L122-sz04,0.97,,L122,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L122-sz05,4.85,,L122,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L122-sz06,1.26,,L122,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L122-sz07,6.30,,L122,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L122-sz08,1.72,,L122,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L122-sz09,8.60,,L122,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L122-sz10,3.18,,L122,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L122-sz11,140.00,,L122,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L122-sz12,1.59,,L122,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L122-sz13,70.00,,L122,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L141-sz01,0.43,,L141,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L141-sz02,0.68,,L141,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L141-sz03,0.88,,L141,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L141-sz04,0.97,,L141,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L141-sz05,4.85,,L141,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L141-sz06,1.26,,L141,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L141-sz07,6.30,,L141,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L141-sz08,1.72,,L141,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L141-sz09,8.60,,L141,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L141-sz10,3.18,,L141,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L141-sz11,140.00,,L141,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L141-sz12,1.59,,L141,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L141-sz13,70.00,,L141,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L157-sz01,0.43,,L157,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L157-sz02,0.68,,L157,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L157-sz03,0.88,,L157,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L157-sz04,0.97,,L157,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L157-sz05,4.85,,L157,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L157-sz06,1.26,,L157,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L157-sz07,6.30,,L157,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L157-sz08,1.72,,L157,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L157-sz09,8.60,,L157,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L157-sz10,3.18,,L157,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L157-sz11,140.00,,L157,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L157-sz12,1.59,,L157,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L157-sz13,70.00,,L157,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L161-sz01,0.43,,L161,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L161-sz02,0.68,,L161,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L161-sz03,0.88,,L161,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L161-sz04,0.97,,L161,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L161-sz05,4.85,,L161,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L161-sz06,1.26,,L161,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L161-sz07,6.30,,L161,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L161-sz08,1.72,,L161,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L161-sz09,8.60,,L161,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L161-sz10,3.18,,L161,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L161-sz11,140.00,,L161,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L161-sz12,1.59,,L161,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L161-sz13,70.00,,L161,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L173-sz01,0.43,,L173,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L173-sz02,0.68,,L173,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L173-sz03,0.88,,L173,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L173-sz04,0.97,,L173,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L173-sz05,4.85,,L173,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L173-sz06,1.26,,L173,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L173-sz07,6.30,,L173,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L173-sz08,1.72,,L173,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L173-sz09,8.60,,L173,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L173-sz10,3.18,,L173,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L173-sz11,140.00,,L173,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L173-sz12,1.59,,L173,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L173-sz13,70.00,,L173,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L176-sz01,0.43,,L176,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L176-sz02,0.68,,L176,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L176-sz03,0.88,,L176,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L176-sz04,0.97,,L176,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L176-sz05,4.85,,L176,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L176-sz06,1.26,,L176,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L176-sz07,6.30,,L176,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L176-sz08,1.72,,L176,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L176-sz09,8.60,,L176,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L176-sz10,3.18,,L176,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L176-sz11,140.00,,L176,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L176-sz12,1.59,,L176,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L176-sz13,70.00,,L176,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L177-sz01,0.43,,L177,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L177-sz02,0.68,,L177,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L177-sz03,0.88,,L177,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L177-sz04,0.97,,L177,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L177-sz05,4.85,,L177,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L177-sz06,1.26,,L177,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L177-sz07,6.30,,L177,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L177-sz08,1.72,,L177,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L177-sz09,8.60,,L177,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L177-sz10,3.18,,L177,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L177-sz11,140.00,,L177,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L177-sz12,1.59,,L177,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L177-sz13,70.00,,L177,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L184-sz01,0.43,,L184,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L184-sz02,0.68,,L184,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L184-sz03,0.88,,L184,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L184-sz04,0.97,,L184,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L184-sz05,4.85,,L184,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L184-sz06,1.26,,L184,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L184-sz07,6.30,,L184,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L184-sz08,1.72,,L184,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L184-sz09,8.60,,L184,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L184-sz10,3.18,,L184,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L184-sz11,140.00,,L184,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L184-sz12,1.59,,L184,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L184-sz13,70.00,,L184,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L185-sz01,0.43,,L185,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L185-sz02,0.68,,L185,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L185-sz03,0.88,,L185,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L185-sz04,0.97,,L185,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L185-sz05,4.85,,L185,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L185-sz06,1.26,,L185,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L185-sz07,6.30,,L185,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L185-sz08,1.72,,L185,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L185-sz09,8.60,,L185,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L185-sz10,3.18,,L185,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L185-sz11,140.00,,L185,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L185-sz12,1.59,,L185,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L185-sz13,70.00,,L185,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L186-sz01,0.43,,L186,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L186-sz02,0.68,,L186,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L186-sz03,0.88,,L186,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L186-sz04,0.97,,L186,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L186-sz05,4.85,,L186,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L186-sz06,1.26,,L186,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L186-sz07,6.30,,L186,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L186-sz08,1.72,,L186,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L186-sz09,8.60,,L186,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L186-sz10,3.18,,L186,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L186-sz11,140.00,,L186,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L186-sz12,1.59,,L186,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L186-sz13,70.00,,L186,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,L187-sz01,0.43,,L187,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,L187-sz02,0.68,,L187,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,L187-sz03,0.88,,L187,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,L187-sz04,0.97,,L187,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,L187-sz05,4.85,,L187,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,L187-sz06,1.26,,L187,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,L187-sz07,6.30,,L187,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,L187-sz08,1.72,,L187,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,L187-sz09,8.60,,L187,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,L187-sz10,3.18,,L187,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,L187-sz11,140.00,,L187,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,L187-sz12,1.59,,L187,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,L187-sz13,70.00,,L187,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M303-sz01,0.46,,M303,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M303-sz02,0.76,,M303,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M303-sz03,0.99,,M303,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M303-sz04,1.08,,M303,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M303-sz05,5.40,,M303,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M303-sz06,1.42,,M303,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M303-sz07,7.10,,M303,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M303-sz08,2.02,,M303,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M303-sz09,10.10,,M303,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M303-sz10,3.50,,M303,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M303-sz11,154.00,,M303,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M303-sz12,1.75,,M303,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M303-sz13,77.00,,M303,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M305-sz01,0.46,,M305,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M305-sz02,0.76,,M305,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M305-sz03,0.99,,M305,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M305-sz04,1.08,,M305,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M305-sz05,5.40,,M305,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M305-sz06,1.42,,M305,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M305-sz07,7.10,,M305,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M305-sz08,2.02,,M305,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M305-sz09,10.10,,M305,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M305-sz10,3.50,,M305,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M305-sz11,154.00,,M305,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M305-sz12,1.75,,M305,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M305-sz13,77.00,,M305,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,M307-sz01,0.46,,M307,Size / Format,or 'Sheet' size here — A4,1,1,,1,visible,1,0
variation,M307-sz02,0.76,,M307,Size / Format,or 'Sheet' size here — 203mm x 500mm,1,1,,1,visible,1,0
variation,M307-sz03,0.99,,M307,Size / Format,or 'Sheet' size here — 305mm x 500mm,1,1,,1,visible,1,0
variation,M307-sz04,1.08,,M307,Size / Format,Size / Format — 203mm x 1m,1,1,,1,visible,1,0
variation,M307-sz05,5.40,,M307,Size / Format,Size / Format — 203mm x 5m,1,1,,1,visible,1,0
variation,M307-sz06,1.42,,M307,Size / Format,Size / Format — 305mm x 1m,1,1,,1,visible,1,0
variation,M307-sz07,7.10,,M307,Size / Format,Size / Format — 305mm x 5m,1,1,,1,visible,1,0
variation,M307-sz08,2.02,,M307,Size / Format,Size / Format — 500mm x 1m,1,1,,1,visible,1,0
variation,M307-sz09,10.10,,M307,Size / Format,Size / Format — 500mm x 5m,1,1,,1,visible,1,0
variation,M307-sz10,3.50,,M307,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M307-sz11,154.00,,M307,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
