"id","name","prodnum","manufacturer","imgsm","discexclusions","suppressreport","barcode","vendorid","vendoritemid","vendordesc","purchcosteach","avgcosteach","mapprice","acctsysprice","casequantity","casebarcode","acctsysasset","acctsyscogs","acctsysincome","acctsyspri","acctsysalt","acctsysprimod","acctsysaltmod","invtype","notifystock","invlevel","invoversell","invsalesorder","invshipmanager","invpurchord","warehouseloc","delmethod","shipnumbox","servreq","shipmustrate","shipfreethreshtrigger","customship","shiponename","shiponeprice","shiptwoname","shiptwoprice","shipthreename","shipthreeprice","shiplocal","shipint","shiplength","shipwidth","shipheight","shipnest","shipweight","xprodoptions","xprodoptionsdisp","addemtext","customdata","customdispoos","customdispover","purchcostdropeach","mappricewhl","invitemminquan","invitemincquan","invitemmaxquan","invautonegwhl","invautonegchannel","easypick"
"CT11377","Aslan CT11377 Magenta Transparent Vinyl","11377","Aslan","CT11377.png","","0","","DEFAULT","1028","Aslan CT11377 Magenta Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","

","","","","0","0","0","0","0","0","0",""
"CT11379","Aslan CT11379 Ultra Blue Transparent Vinyl","11379","Aslan","CT11379.png","","0","","DEFAULT","1028","Aslan CT11379 Ultra Blue Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"CT11381","Aslan CT11381 Azure Blue Transparent Vinyl","11381","Aslan","CT11381.png","","0","","DEFAULT","1028","Aslan CT11381 Azure Blue Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","
","","","","0","0","0","0","0","0","0",""
"CT11382","Aslan CT11382 Olympic Blue Transparent Vinyl","11382","Aslan","CT11382.png","","0","","DEFAULT","1028","Aslan CT11382 Olympic Blue Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113_x5","ADDON, DEFAULT","
","","","","0","0","0","0","0","0","0",""
"CT11383","Aslan CT11383 Light Blue Transparent Vinyl","11383","Aslan","CT11383.png","","0","","DEFAULT","1028","Aslan CT11383 Light Blue Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","

","","","","0","0","0","0","0","0","0",""
"CT11385","Aslan CT11385 Medium Green Transparent Vinyl","11385","Aslan","CT11385.png","","0","","DEFAULT","1028","Aslan CT11385 Medium Green Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"CT11388","Aslan CT11388 Apple Green Transparent Vinyl","11388","Aslan","CT11388.png","","0","","DEFAULT","1028","Aslan CT11388 Apple Green Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"CT11392","Aslan CT11392 Blue Transparent Vinyl","11392","Aslan","CT11392.png","","0","","DEFAULT","1028","Aslan CT11392 Blue Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"CT11395","Aslan CT11395 Purple Transparent Vinyl","11395","Aslan","CT11395.png","","0","","DEFAULT","1028","Aslan CT11395 Purple Transparent Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_CT113","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"CT35_Golden_Ebony","CT35 Aged Golden Pine","Cover Styl' CT35","Cover_Styl","CT35_Golden_Ebony.jpg","","0","","DEFAULT","","CT35_Golden_Ebony","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Medium","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"CT58_Faded_Grey_Wood","CT58 Faded Grey","Cover Styl' CT58","Cover_Styl","CT58_Faded_Grey_Wood.jpg","","0","","DEFAULT","","CT58_Faded_Grey_Wood","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Dark","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"CT69_Cream_Brown","CT69 Cream Brown","Cover Styl' CT69","Cover_Styl","CT69_Cream_Brown.jpg","","0","","DEFAULT","","CT69_Cream_Brown","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Dark","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"CT82_Light_Oak","CT82 Bumpy Oak","Cover Styl' CT82","Cover_Styl","CT82_Light_Oak.jpg","","0","","DEFAULT","","CT82_Light_Oak","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Light","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"Curved_Fine_Point_Tweezers","Curved Fine Point Tweezers ","TWE2","SOTT","Wrap-Tweezer-II-350-310.jpg","","0","","DEFAULT","3070","Weeding Tweezers :: 115mm","0","0","0","6","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Cut-Resistant-Gloves","Cut Resistant Gloves (1 Pair XL)","GLOV","SOTT","Cut Resistant Gloves.jpg","","0","","DEFAULT","3060","Lint Free Gloves (Pack of 10 pairs)","0","0","0","7","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D160T0625","Aslan D160 Diffuser :: 675mm Width","1023","Aslan","Aslan_D_160.jpg","","0","","DEFAULT","1445","Aslan D160 Diffuser :: 675mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D160T1250","Aslan D160 Diffuser :: 1350mm Width","1023","Aslan","Aslan_D_160.jpg","","0","","DEFAULT","1450","Aslan D160 Diffuser :: 1350mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D1_Teak","D1 Classic Walnut","Cover Styl' D1","Cover_Styl","D1_Teak.jpg","","0","","DEFAULT","","Polished Silver","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Dark","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"D4_Dark_Zebrano","D4 Zebrano","Cover Styl' D4","Cover_Styl","D4_Dark_Zebrano.jpg","","0","","DEFAULT","","Polished Silver","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Wood-Medium","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"D90500610","Doro 9050 White Gloss Magnetic Vinyl :: 610mm Width","9050","Doro_Tape","9050mag.jpg","","0","","DEFAULT","2130","Doro 9050 White Gloss Magnetic Vinyl :: 610mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D90521000","Doro 9052 White Gloss Magnetic Vinyl :: 1000mm Width","9052","Doro_Tape","9052_Magnetic.jpg","","0","","DEFAULT","2131","Doro 9052 White Gloss Magnetic Vinyl :: 1000mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D90521000MATT","Doro 9052 White Matt Magnetic Vinyl :: 1000mm Width","9052","Doro_Tape","9052_Magnetic.jpg","","0","","DEFAULT","2131","Doro 9052 White Gloss Magnetic Vinyl :: 1000mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"D90541250","Doro 9054 Self-adhesive Magnetic Vinyl :: 1250mm x 10m","9054","Doro_Tape","9054-Magnetic.jpg","","0","","DEFAULT","2132","Doro 9054 Self-adhesive Magnetic Vinyl :: 1250mm x 10m","0","0","0","121","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","

","","","","0","0","0","0","0","0","0",""
"DB894_012","Doro-Bond 894 :: 12mm x 33m","89412","Doro_Tape","895.jpg","","0","","DEFAULT","3370","Doro-Bond 894 :: 12mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DB894_019","Doro-Bond 894 :: 19mm x 33m","89419","Doro_Tape","895.jpg","","0","","DEFAULT","3375","Doro-Bond 894 :: 19mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DB894_025","Doro-Bond 894 :: 25mm x 33m","89425","Doro_Tape","895.jpg","","0","","DEFAULT","3380","Doro-Bond 894 :: 25mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DB895_012","Doro-Bond 895 :: 12mm x 33m","89512","Doro_Tape","895.jpg","","0","","DEFAULT","3370","Doro-Bond 895 :: 12mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DB895_019","Doro-Bond 895 :: 19mm x 33m","89519","Doro_Tape","895.jpg","","0","","DEFAULT","3375","Doro-Bond 895 :: 19mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DB895_025","Doro-Bond 895 :: 25mm x 33m","89525","Doro_Tape","895.jpg","","0","","DEFAULT","3380","Doro-Bond 895 :: 25mm x 33m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF3900_012","Doro-Fix 3900 :: 12mm x 50m","390012","Doro_Tape","3900.jpg","","0","","DEFAULT","3270","Doro-Fix 3900 :: 12mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF3900_019","Doro-Fix 3900 :: 19mm x 50m","390019","Doro_Tape","3900.jpg","","0","","DEFAULT","3275","Doro-Fix 3900 :: 19mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF3900_025","Doro-Fix 3900 :: 25mm x 50m","390025","Doro_Tape","3900.jpg","","0","","DEFAULT","3280","Doro-Fix 3900 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF3900_050","Doro-Fix 3900 :: 50mm x 50m","390050","Doro_Tape","3900.jpg","","0","","DEFAULT","3280","Doro-Fix 3900 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF420_012","Doro-Fix 420 :: 12mm x 50m","42012","Doro_Tape","420.jpg","","0","","DEFAULT","3290","Doro-Fix 420 :: 12mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF420_019","Doro-Fix 420 :: 19mm x 50m","42019","Doro_Tape","420.jpg","","0","","DEFAULT","3295","Doro-Fix 420 :: 19mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF420_025","Doro-Fix 420 :: 25mm x 50m","42025","Doro_Tape","420.jpg","","0","","DEFAULT","3300","Doro-Fix 420 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF420_050","Doro-Fix 420 :: 50mm x 50m","42050","Doro_Tape","420.jpg","","0","","DEFAULT","3300","Doro-Fix 420 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF4402_012","Doro-Fix 4402 :: 12mm x 50m","44212","Doro_Tape","4402.png","","0","","DEFAULT","3310","Doro-Fix 4402 :: 12mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF4402_019","Doro-Fix 4402 :: 19mm x 50m","44219","Doro_Tape","4402.png","","0","","DEFAULT","3315","Doro-Fix 4402 :: 19mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF4402_25","Doro-Fix 4402 :: 25mm x 50m","44225","Doro_Tape","4402.png","","0","","DEFAULT","3320","Doro-Fix 4402 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF4402_50","Doro-Fix 4402 :: 50mm x 50m","44250","Doro_Tape","4402.png","","0","","DEFAULT","3320","Doro-Fix 4402 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF465_012","Doro-Fix 465 :: 12mm x 50m","46512","Doro_Tape","465.jpg","","0","","DEFAULT","3230","Doro-Fix 465 :: 12mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF465_019","Doro-Fix 465 :: 19mm x 50m","46519","Doro_Tape","465.jpg","","0","","DEFAULT","3235","Doro-Fix 465 :: 19mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF465_025","Doro-Fix 465 :: 25mm x 50m","46525","Doro_Tape","465.jpg","","0","","DEFAULT","3240","Doro-Fix 465 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF465_050","Doro-Fix 465 :: 50mm x 50m","46550","Doro_Tape","465.jpg","","0","","DEFAULT","3240","Doro-Fix 465 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF470_012","Doro-Fix 470 :: 12mm x 50m","47012","Doro_Tape","470.jpg","","0","","DEFAULT","3250","Doro-Fix 470 :: 12mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF470_019","Doro-Fix 470 :: 19mm x 50m","47019","Doro_Tape","470.jpg","","0","","DEFAULT","3255","Doro-Fix 470 :: 19mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF470_025","Doro-Fix 470 :: 25mm x 50m","47025","Doro_Tape","470.jpg","","0","","DEFAULT","3260","Doro-Fix 470 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DF470_050","Doro-Fix 470 :: 50mm x 50m","47050","Doro_Tape","470.jpg","","0","","DEFAULT","3260","Doro-Fix 470 :: 25mm x 50m","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"DFL09G","ASLAN DFL09G High Tack DryApply Grey","DFL09G","Aslan","ASLAN_DFP09G.jpg","","0","","DEFAULT","1215","DFL09G Hi!Tack Dryapply Grey","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","DFL09G,","ADDON, DEFAULT","
























































","","","","0","0","0","0","0","0","0",""
"DFP04","ASLAN DFP04 Monster Tack Matt","DFP04","Aslan","ASLAN_DFP04.webp","","0","","DEFAULT","1215","DFP04 - Monster Tack Matt Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","dfp04, CUTSIZE","ADDON, DEFAULT","


















































","","","","0","0","0","0","0","0","0",""
"DFP05","Aslan DFP05 Monster Tack","DFP05","Aslan","DFP_05.jpg","","0","","DEFAULT","1215","DFP07 - Very High Tack Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","dfp05, CUTSIZE","ADDON, DEFAULT","


















































","","","","0","0","0","0","0","0","0",""
"DFP06","Aslan DFP06 UltraTack Transparent","DFP06","Aslan","ASLAN_UltraTack_ASLAN_DFP06.jpg","","0","","DEFAULT","1215","DFP07 - Very High Tack Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","dfp07, CUTSIZE","ADDON, DEFAULT","


























































","","","","0","0","0","0","0","0","0",""
"DFP07","Aslan DFP07 UltraTack","DFP07","Aslan","DFP07.jpg","","0","","DEFAULT","1215","DFP07 - Very High Tack Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","dfp07, CUTSIZE, ASLAN-DFP07-ADHESIVE-COLOUR","ADDON, DEFAULT","



























































","","","","0","0","0","0","0","0","0",""
